index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
27501,Health and economic impact of rotavirus vaccination in GAVI-eligible countries,"ABSTRACT: BACKGROUND: Rotavirus infection is responsible for about 500,000 deaths annually, and the disease burden is disproportionately borne by children in low-income countries. Recently the World Health Organization (WHO) has released a global recommendation that all countries include infant rotavirus vaccination in their national immunization programs. Our objective was to provide information on the expected health, economic and financial consequences of rotavirus vaccines in the 72 GAVI support-eligible countries. METHODS: We synthesized population-level data from various sources (primarily from global-level databases) for the 72 countries eligible for the support by the GAVI Alliance (GAVI-eligible countries) in order to estimate the health and economic impact associated with rotavirus vaccination programs. The primary outcome measure was incremental cost (in 2005 international dollars [I$]) per disability-adjusted life year (DALY) averted. We also projected the expected reduction in rotavirus disease burden and financial resources required associated with a variety of scale-up scenarios. RESULTS: Under the base-case assumptions (70% coverage), vaccinating one single birth cohort would prevent about 52% of rotavirus associated deaths in the 72 GAVI-eligible countries. Assuming I$25 per vaccinated child (~$5 per dose), the number of countries with the incremental cost per DALY averted less than I$200 was 47. Using the WHO's cost-effectiveness threshold based on per capita GDP, the vaccines were considered cost-effective in 68 of the 72 countries (~94%). A 10-year routine rotavirus vaccination would prevent 0.9-2.8 million rotavirus associated deaths among children under age 5 in the poorest parts of the world, depending on vaccine scale-up scenarios. Over the same intervention period, rotavirus vaccination programs would also prevent 4.5-13.3 million estimated cases of hospitalization and 41-107 million cases of outpatient clinic visits in the same population. CONCLUSIONS: Our findings suggest that rotavirus vaccination would be considered a worthwhile investment for improving general development as well as childhood health level in most low-income countries, with a favorable cost-effectiveness profile even under a vaccine price ($1.5-$5.0 per dose) higher than those of traditional childhood vaccines.",2010-99-06304,20470426,BMC Public Health,Kerry McBrien,2010,10 / 1,253,No,20470426,"Kerry McBrien; Health and economic impact of rotavirus vaccination in GAVI-eligible countries, BMC Public Health, 2010-May-14; 10(1):1471-2458; 253",DALY,Kenya,Not Stated,Immunization,Rotavirus vaccination program vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,150,United States,2005,198.78
27571,Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions,"Advances in health economics have proven useful in evaluating the cost-effectiveness of interventions, where the benefit usually takes the form of improved health outcomes rather than market outcomes. The paper performs health-based cost-effectiveness analyses of two potential aflatoxin control strategies in Africa: (1) pre-harvest biocontrol, using atoxigenic strains of Aspergillus flavus competitively to exclude toxigenic strains from colonizing maize in Nigeria; and (2) post-harvest interventions in a package to reduce aflatoxin accumulation in groundnuts in Guinea. It is described how health benefits gained from each intervention, in terms of fewer aflatoxin-induced hepatocellular carcinoma cases, can be compared with the costs of implementing the interventions. It is found that both interventions would be extremely cost-effective if applied widely in African agriculture. That is, the monetized value of lives saved and quality of life gained by reducing aflatoxin-induced hepatocellular carcinoma far exceeds the cost of either biocontrol or the post-harvest intervention package to achieve those health benefits. The estimated cost-effectiveness ratio (CER; gross domestic product multiplied by disability-adjusted life years saved per unit cost) for biocontrol in Nigerian maize ranged from 5.10 to 24.8; while the estimated CER for the post-harvest intervention package in Guinean groundnuts ranged from 0.21 to 2.08. Any intervention with a CER > 1 is considered by the World Health Organization (WHO) to be 'very cost-effective', while an intervention with a CER > 0.33 is considered 'cost-effective'. Aside from cost-effectiveness, public health interventions must be readily accepted by the public, and must have financial and infrastructural support to be feasible in the parts of the world where they are most needed.",2010-99-06417,20234965,Food Addit Contam Part A Chem Anal Control Expo Risk Assess,Kerry McBrien,2010,27 / 4,496-509,No,20234965,"Kerry McBrien; Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions, Food Addit Contam Part A Chem Anal Control Expo Risk Assess, 2010-Apr; 27(4):1944-0057; 496-509",DALY,Guinea,Not Stated,Environmental,Postharvest intervention package in all Guinea groudnuts harvested to reduce aflatoxin-induced hepatocellular carcinoma cases vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,0.21,United States,2009,0.25
27572,Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions,"Advances in health economics have proven useful in evaluating the cost-effectiveness of interventions, where the benefit usually takes the form of improved health outcomes rather than market outcomes. The paper performs health-based cost-effectiveness analyses of two potential aflatoxin control strategies in Africa: (1) pre-harvest biocontrol, using atoxigenic strains of Aspergillus flavus competitively to exclude toxigenic strains from colonizing maize in Nigeria; and (2) post-harvest interventions in a package to reduce aflatoxin accumulation in groundnuts in Guinea. It is described how health benefits gained from each intervention, in terms of fewer aflatoxin-induced hepatocellular carcinoma cases, can be compared with the costs of implementing the interventions. It is found that both interventions would be extremely cost-effective if applied widely in African agriculture. That is, the monetized value of lives saved and quality of life gained by reducing aflatoxin-induced hepatocellular carcinoma far exceeds the cost of either biocontrol or the post-harvest intervention package to achieve those health benefits. The estimated cost-effectiveness ratio (CER; gross domestic product multiplied by disability-adjusted life years saved per unit cost) for biocontrol in Nigerian maize ranged from 5.10 to 24.8; while the estimated CER for the post-harvest intervention package in Guinean groundnuts ranged from 0.21 to 2.08. Any intervention with a CER > 1 is considered by the World Health Organization (WHO) to be 'very cost-effective', while an intervention with a CER > 0.33 is considered 'cost-effective'. Aside from cost-effectiveness, public health interventions must be readily accepted by the public, and must have financial and infrastructural support to be feasible in the parts of the world where they are most needed.",2010-99-06417,20234965,Food Addit Contam Part A Chem Anal Control Expo Risk Assess,Kerry McBrien,2010,27 / 4,496-509,No,20234965,"Kerry McBrien; Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions, Food Addit Contam Part A Chem Anal Control Expo Risk Assess, 2010-Apr; 27(4):1944-0057; 496-509",DALY,Nigeria,Not Stated,Environmental,Biocontrol of maize intended for human consumption to reduce aflatoxin-induced hepatocellular carcinoma cases vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,24.8,United States,2009,29.92
27573,Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions,"Advances in health economics have proven useful in evaluating the cost-effectiveness of interventions, where the benefit usually takes the form of improved health outcomes rather than market outcomes. The paper performs health-based cost-effectiveness analyses of two potential aflatoxin control strategies in Africa: (1) pre-harvest biocontrol, using atoxigenic strains of Aspergillus flavus competitively to exclude toxigenic strains from colonizing maize in Nigeria; and (2) post-harvest interventions in a package to reduce aflatoxin accumulation in groundnuts in Guinea. It is described how health benefits gained from each intervention, in terms of fewer aflatoxin-induced hepatocellular carcinoma cases, can be compared with the costs of implementing the interventions. It is found that both interventions would be extremely cost-effective if applied widely in African agriculture. That is, the monetized value of lives saved and quality of life gained by reducing aflatoxin-induced hepatocellular carcinoma far exceeds the cost of either biocontrol or the post-harvest intervention package to achieve those health benefits. The estimated cost-effectiveness ratio (CER; gross domestic product multiplied by disability-adjusted life years saved per unit cost) for biocontrol in Nigerian maize ranged from 5.10 to 24.8; while the estimated CER for the post-harvest intervention package in Guinean groundnuts ranged from 0.21 to 2.08. Any intervention with a CER > 1 is considered by the World Health Organization (WHO) to be 'very cost-effective', while an intervention with a CER > 0.33 is considered 'cost-effective'. Aside from cost-effectiveness, public health interventions must be readily accepted by the public, and must have financial and infrastructural support to be feasible in the parts of the world where they are most needed.",2010-99-06417,20234965,Food Addit Contam Part A Chem Anal Control Expo Risk Assess,Kerry McBrien,2010,27 / 4,496-509,No,20234965,"Kerry McBrien; Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions, Food Addit Contam Part A Chem Anal Control Expo Risk Assess, 2010-Apr; 27(4):1944-0057; 496-509",DALY,Nigeria,Not Stated,Environmental,Biocontrol of all maize grown to reduce aflatoxin-induced hepatocellular carcinoma cases vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,9.8,United States,2009,11.82
27574,Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions,"Advances in health economics have proven useful in evaluating the cost-effectiveness of interventions, where the benefit usually takes the form of improved health outcomes rather than market outcomes. The paper performs health-based cost-effectiveness analyses of two potential aflatoxin control strategies in Africa: (1) pre-harvest biocontrol, using atoxigenic strains of Aspergillus flavus competitively to exclude toxigenic strains from colonizing maize in Nigeria; and (2) post-harvest interventions in a package to reduce aflatoxin accumulation in groundnuts in Guinea. It is described how health benefits gained from each intervention, in terms of fewer aflatoxin-induced hepatocellular carcinoma cases, can be compared with the costs of implementing the interventions. It is found that both interventions would be extremely cost-effective if applied widely in African agriculture. That is, the monetized value of lives saved and quality of life gained by reducing aflatoxin-induced hepatocellular carcinoma far exceeds the cost of either biocontrol or the post-harvest intervention package to achieve those health benefits. The estimated cost-effectiveness ratio (CER; gross domestic product multiplied by disability-adjusted life years saved per unit cost) for biocontrol in Nigerian maize ranged from 5.10 to 24.8; while the estimated CER for the post-harvest intervention package in Guinean groundnuts ranged from 0.21 to 2.08. Any intervention with a CER > 1 is considered by the World Health Organization (WHO) to be 'very cost-effective', while an intervention with a CER > 0.33 is considered 'cost-effective'. Aside from cost-effectiveness, public health interventions must be readily accepted by the public, and must have financial and infrastructural support to be feasible in the parts of the world where they are most needed.",2010-99-06417,20234965,Food Addit Contam Part A Chem Anal Control Expo Risk Assess,Kerry McBrien,2010,27 / 4,496-509,No,20234965,"Kerry McBrien; Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions, Food Addit Contam Part A Chem Anal Control Expo Risk Assess, 2010-Apr; 27(4):1944-0057; 496-509",DALY,Guinea,Not Stated,Environmental,Postharvest intervention package in Guinean groundnuts harvested for human consumption to reduce aflatoxin-induced hepatocellular carcinoma cases vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,2.08,United States,2009,2.51
27575,Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions,"Advances in health economics have proven useful in evaluating the cost-effectiveness of interventions, where the benefit usually takes the form of improved health outcomes rather than market outcomes. The paper performs health-based cost-effectiveness analyses of two potential aflatoxin control strategies in Africa: (1) pre-harvest biocontrol, using atoxigenic strains of Aspergillus flavus competitively to exclude toxigenic strains from colonizing maize in Nigeria; and (2) post-harvest interventions in a package to reduce aflatoxin accumulation in groundnuts in Guinea. It is described how health benefits gained from each intervention, in terms of fewer aflatoxin-induced hepatocellular carcinoma cases, can be compared with the costs of implementing the interventions. It is found that both interventions would be extremely cost-effective if applied widely in African agriculture. That is, the monetized value of lives saved and quality of life gained by reducing aflatoxin-induced hepatocellular carcinoma far exceeds the cost of either biocontrol or the post-harvest intervention package to achieve those health benefits. The estimated cost-effectiveness ratio (CER; gross domestic product multiplied by disability-adjusted life years saved per unit cost) for biocontrol in Nigerian maize ranged from 5.10 to 24.8; while the estimated CER for the post-harvest intervention package in Guinean groundnuts ranged from 0.21 to 2.08. Any intervention with a CER > 1 is considered by the World Health Organization (WHO) to be 'very cost-effective', while an intervention with a CER > 0.33 is considered 'cost-effective'. Aside from cost-effectiveness, public health interventions must be readily accepted by the public, and must have financial and infrastructural support to be feasible in the parts of the world where they are most needed.",2010-99-06417,20234965,Food Addit Contam Part A Chem Anal Control Expo Risk Assess,Kerry McBrien,2010,27 / 4,496-509,No,20234965,"Kerry McBrien; Health economic impacts and cost-effectiveness of aflatoxin-reduction strategies in Africa: case studies in biocontrol and post-harvest interventions, Food Addit Contam Part A Chem Anal Control Expo Risk Assess, 2010-Apr; 27(4):1944-0057; 496-509",DALY,Guinea,Not Stated,Environmental,Postharvest intervention package in all Guinea groudnuts harvested to reduce aflatoxin-induced hepatocellular carcinoma cases vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,0.55,United States,2009,0.66
27576,Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care,"AIMS/HYPOTHESIS: This study aims to evaluate the cost-effectiveness of a screening programme for pre-diabetes, which was followed up by treatment with pharmaceutical interventions (acarbose, metformin, orlistat) or lifestyle interventions (diet, exercise, diet and exercise) in order to prevent or slow the onset of diabetes in those at high risk. METHODS: To approximate the experience of individuals with pre-diabetes in the Australian population, we used a microsimulation approach, following patient progression through diabetes, cardiovascular disease and renal failure. The model compares costs and disability-adjusted life years lived in people identified through an opportunistic screening programme for each intervention compared with a 'do nothing' scenario, which is representative of current practice. It is assumed that the effect of a lifestyle change will decay by 10% per year, while the effect of a pharmaceutical intervention remains constant throughout use. RESULTS: The most cost-effective intervention options are diet and exercise combined, with a cost-effectiveness ratio of AUD 22,500 per disability-adjusted life year (DALY) averted, and metformin with a cost-effectiveness ratio of AUD 21,500 per DALY averted. The incremental addition of one intervention to the other is not cost-effective. CONCLUSIONS/INTERPRETATION: Screening for pre-diabetes followed by diet and exercise, or metformin treatment is cost-effective and should be considered for incorporation into current practice. The number of dietitians and exercise physiologists needed to deliver such lifestyle change interventions will need to be increased to appropriately support the intervention.",2010-99-06096,20135088,Diabetologia,Kerry McBrien,2010,53 / 5,875-81,No,20135088,"Kerry McBrien; Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care, Diabetologia, 2010-May; 53(5):0012-186X; 875-81",DALY,Australia,Not Stated,"Health Education or Behavior, Pharmaceutical, Screening, Other",Pre-diabetes screen screen plus diet and exercise to prevent or slow the onset of diabetes vs. Standard/Usual Care,High risk factors for pre-diabetes,Not Stated,41 Years,"Female, Male",Full,,3.00,3.00,23000,Australia,2003,21105.1
27577,Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care,"AIMS/HYPOTHESIS: This study aims to evaluate the cost-effectiveness of a screening programme for pre-diabetes, which was followed up by treatment with pharmaceutical interventions (acarbose, metformin, orlistat) or lifestyle interventions (diet, exercise, diet and exercise) in order to prevent or slow the onset of diabetes in those at high risk. METHODS: To approximate the experience of individuals with pre-diabetes in the Australian population, we used a microsimulation approach, following patient progression through diabetes, cardiovascular disease and renal failure. The model compares costs and disability-adjusted life years lived in people identified through an opportunistic screening programme for each intervention compared with a 'do nothing' scenario, which is representative of current practice. It is assumed that the effect of a lifestyle change will decay by 10% per year, while the effect of a pharmaceutical intervention remains constant throughout use. RESULTS: The most cost-effective intervention options are diet and exercise combined, with a cost-effectiveness ratio of AUD 22,500 per disability-adjusted life year (DALY) averted, and metformin with a cost-effectiveness ratio of AUD 21,500 per DALY averted. The incremental addition of one intervention to the other is not cost-effective. CONCLUSIONS/INTERPRETATION: Screening for pre-diabetes followed by diet and exercise, or metformin treatment is cost-effective and should be considered for incorporation into current practice. The number of dietitians and exercise physiologists needed to deliver such lifestyle change interventions will need to be increased to appropriately support the intervention.",2010-99-06096,20135088,Diabetologia,Kerry McBrien,2010,53 / 5,875-81,No,20135088,"Kerry McBrien; Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care, Diabetologia, 2010-May; 53(5):0012-186X; 875-81",DALY,Australia,Not Stated,"Health Education or Behavior, Pharmaceutical, Screening, Other",Pre-diabetes screen plus exercise to prevent or slow the onset of diabetes vs. Standard/Usual Care,High Risk for pre-diabetes,Not Stated,41 Years,"Female, Male",Full,,3.00,3.00,30000,Australia,2003,27528.39
27578,Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care,"AIMS/HYPOTHESIS: This study aims to evaluate the cost-effectiveness of a screening programme for pre-diabetes, which was followed up by treatment with pharmaceutical interventions (acarbose, metformin, orlistat) or lifestyle interventions (diet, exercise, diet and exercise) in order to prevent or slow the onset of diabetes in those at high risk. METHODS: To approximate the experience of individuals with pre-diabetes in the Australian population, we used a microsimulation approach, following patient progression through diabetes, cardiovascular disease and renal failure. The model compares costs and disability-adjusted life years lived in people identified through an opportunistic screening programme for each intervention compared with a 'do nothing' scenario, which is representative of current practice. It is assumed that the effect of a lifestyle change will decay by 10% per year, while the effect of a pharmaceutical intervention remains constant throughout use. RESULTS: The most cost-effective intervention options are diet and exercise combined, with a cost-effectiveness ratio of AUD 22,500 per disability-adjusted life year (DALY) averted, and metformin with a cost-effectiveness ratio of AUD 21,500 per DALY averted. The incremental addition of one intervention to the other is not cost-effective. CONCLUSIONS/INTERPRETATION: Screening for pre-diabetes followed by diet and exercise, or metformin treatment is cost-effective and should be considered for incorporation into current practice. The number of dietitians and exercise physiologists needed to deliver such lifestyle change interventions will need to be increased to appropriately support the intervention.",2010-99-06096,20135088,Diabetologia,Kerry McBrien,2010,53 / 5,875-81,No,20135088,"Kerry McBrien; Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care, Diabetologia, 2010-May; 53(5):0012-186X; 875-81",DALY,Australia,Not Stated,"Health Education or Behavior, Pharmaceutical, Screening, Other",Pre-diabetes screen plus diet to prevent or slow the onset of diabetes vs. Standard/Usual Care,High risk for pre-diabetes,Not Stated,41 Years,"Female, Male",Full,,3.00,3.00,38000,Australia,2003,34869.29
27579,Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care,"AIMS/HYPOTHESIS: This study aims to evaluate the cost-effectiveness of a screening programme for pre-diabetes, which was followed up by treatment with pharmaceutical interventions (acarbose, metformin, orlistat) or lifestyle interventions (diet, exercise, diet and exercise) in order to prevent or slow the onset of diabetes in those at high risk. METHODS: To approximate the experience of individuals with pre-diabetes in the Australian population, we used a microsimulation approach, following patient progression through diabetes, cardiovascular disease and renal failure. The model compares costs and disability-adjusted life years lived in people identified through an opportunistic screening programme for each intervention compared with a 'do nothing' scenario, which is representative of current practice. It is assumed that the effect of a lifestyle change will decay by 10% per year, while the effect of a pharmaceutical intervention remains constant throughout use. RESULTS: The most cost-effective intervention options are diet and exercise combined, with a cost-effectiveness ratio of AUD 22,500 per disability-adjusted life year (DALY) averted, and metformin with a cost-effectiveness ratio of AUD 21,500 per DALY averted. The incremental addition of one intervention to the other is not cost-effective. CONCLUSIONS/INTERPRETATION: Screening for pre-diabetes followed by diet and exercise, or metformin treatment is cost-effective and should be considered for incorporation into current practice. The number of dietitians and exercise physiologists needed to deliver such lifestyle change interventions will need to be increased to appropriately support the intervention.",2010-99-06096,20135088,Diabetologia,Kerry McBrien,2010,53 / 5,875-81,No,20135088,"Kerry McBrien; Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care, Diabetologia, 2010-May; 53(5):0012-186X; 875-81",DALY,Australia,Not Stated,"Health Education or Behavior, Pharmaceutical, Screening, Other",Pre-diabetes screen plus Acarbose to prevent or slow the onset of diabetes vs. Standard/Usual Care,High risk for pre-diabetes,Not Stated,41 Years,"Female, Male",Full,,3.00,3.00,37000,Australia,2003,33951.68
27580,Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care,"AIMS/HYPOTHESIS: This study aims to evaluate the cost-effectiveness of a screening programme for pre-diabetes, which was followed up by treatment with pharmaceutical interventions (acarbose, metformin, orlistat) or lifestyle interventions (diet, exercise, diet and exercise) in order to prevent or slow the onset of diabetes in those at high risk. METHODS: To approximate the experience of individuals with pre-diabetes in the Australian population, we used a microsimulation approach, following patient progression through diabetes, cardiovascular disease and renal failure. The model compares costs and disability-adjusted life years lived in people identified through an opportunistic screening programme for each intervention compared with a 'do nothing' scenario, which is representative of current practice. It is assumed that the effect of a lifestyle change will decay by 10% per year, while the effect of a pharmaceutical intervention remains constant throughout use. RESULTS: The most cost-effective intervention options are diet and exercise combined, with a cost-effectiveness ratio of AUD 22,500 per disability-adjusted life year (DALY) averted, and metformin with a cost-effectiveness ratio of AUD 21,500 per DALY averted. The incremental addition of one intervention to the other is not cost-effective. CONCLUSIONS/INTERPRETATION: Screening for pre-diabetes followed by diet and exercise, or metformin treatment is cost-effective and should be considered for incorporation into current practice. The number of dietitians and exercise physiologists needed to deliver such lifestyle change interventions will need to be increased to appropriately support the intervention.",2010-99-06096,20135088,Diabetologia,Kerry McBrien,2010,53 / 5,875-81,No,20135088,"Kerry McBrien; Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care, Diabetologia, 2010-May; 53(5):0012-186X; 875-81",DALY,Australia,Not Stated,"Health Education or Behavior, Pharmaceutical, Screening, Other",Pre-diabetes screen plus Metformin to prevent or slow the onset of diabetes vs. Standard/Usual Care,High risk for pre-diabetes,Not Stated,41 Years,"Female, Male",Full,,3.00,3.00,22000,Australia,2003,20187.48
27581,Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care,"AIMS/HYPOTHESIS: This study aims to evaluate the cost-effectiveness of a screening programme for pre-diabetes, which was followed up by treatment with pharmaceutical interventions (acarbose, metformin, orlistat) or lifestyle interventions (diet, exercise, diet and exercise) in order to prevent or slow the onset of diabetes in those at high risk. METHODS: To approximate the experience of individuals with pre-diabetes in the Australian population, we used a microsimulation approach, following patient progression through diabetes, cardiovascular disease and renal failure. The model compares costs and disability-adjusted life years lived in people identified through an opportunistic screening programme for each intervention compared with a 'do nothing' scenario, which is representative of current practice. It is assumed that the effect of a lifestyle change will decay by 10% per year, while the effect of a pharmaceutical intervention remains constant throughout use. RESULTS: The most cost-effective intervention options are diet and exercise combined, with a cost-effectiveness ratio of AUD 22,500 per disability-adjusted life year (DALY) averted, and metformin with a cost-effectiveness ratio of AUD 21,500 per DALY averted. The incremental addition of one intervention to the other is not cost-effective. CONCLUSIONS/INTERPRETATION: Screening for pre-diabetes followed by diet and exercise, or metformin treatment is cost-effective and should be considered for incorporation into current practice. The number of dietitians and exercise physiologists needed to deliver such lifestyle change interventions will need to be increased to appropriately support the intervention.",2010-99-06096,20135088,Diabetologia,Kerry McBrien,2010,53 / 5,875-81,No,20135088,"Kerry McBrien; Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care, Diabetologia, 2010-May; 53(5):0012-186X; 875-81",DALY,Australia,Not Stated,"Health Education or Behavior, Pharmaceutical, Screening, Other",Pre-diabetes screen plus Orlistat to prevent or slow the onset of diabetes vs. Standard/Usual Care,High risk for pre-diabetes,Not Stated,41 Years,"Female, Male",Full,,3.00,3.00,100000,Australia,2003,91761.29
27582,Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care,"AIMS/HYPOTHESIS: This study aims to evaluate the cost-effectiveness of a screening programme for pre-diabetes, which was followed up by treatment with pharmaceutical interventions (acarbose, metformin, orlistat) or lifestyle interventions (diet, exercise, diet and exercise) in order to prevent or slow the onset of diabetes in those at high risk. METHODS: To approximate the experience of individuals with pre-diabetes in the Australian population, we used a microsimulation approach, following patient progression through diabetes, cardiovascular disease and renal failure. The model compares costs and disability-adjusted life years lived in people identified through an opportunistic screening programme for each intervention compared with a 'do nothing' scenario, which is representative of current practice. It is assumed that the effect of a lifestyle change will decay by 10% per year, while the effect of a pharmaceutical intervention remains constant throughout use. RESULTS: The most cost-effective intervention options are diet and exercise combined, with a cost-effectiveness ratio of AUD 22,500 per disability-adjusted life year (DALY) averted, and metformin with a cost-effectiveness ratio of AUD 21,500 per DALY averted. The incremental addition of one intervention to the other is not cost-effective. CONCLUSIONS/INTERPRETATION: Screening for pre-diabetes followed by diet and exercise, or metformin treatment is cost-effective and should be considered for incorporation into current practice. The number of dietitians and exercise physiologists needed to deliver such lifestyle change interventions will need to be increased to appropriately support the intervention.",2010-99-06096,20135088,Diabetologia,Kerry McBrien,2010,53 / 5,875-81,No,20135088,"Kerry McBrien; Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care, Diabetologia, 2010-May; 53(5):0012-186X; 875-81",DALY,Australia,Not Stated,"Health Education or Behavior, Pharmaceutical, Screening, Other","Pre-diabetes screen plus Metformin, diet and exercise to prevent or slow the onset of diabetes vs. Standard/Usual Care",High risk for pre-diabetes,Not Stated,41 Years,"Female, Male",Full,,3.00,3.00,81000,Australia,2003,74326.64
27583,Is it cost-effective to introduce rotavirus vaccination in the Dutch national immunization program?,"This study assessed whether the inclusion of two rotavirus (RV) vaccines in the Dutch national immunization programme is cost-effective. Costs and outcomes in unvaccinated and vaccinated populations are compared for a time period of 20 years. In the baseline, assuming competitive market forces in relation to vaccine costs, Rotarix is more cost-effective than RotaTeq, resulting in a cost-utility ratio (CUR) of euro 53,000 per DALY (third payer perspective) and euro 49,000 per DALY (societal perspective), but both considered as being not cost-effective. Vaccine-related costs, annual epidemic-size, and indirect protection are the major factors that determine cost-effectiveness of RV vaccination.",2010-99-06126,20109593,Vaccine,Kerry McBrien,2010,28 / 14,2624-35,Yes,20109593,"Kerry McBrien; Is it cost-effective to introduce rotavirus vaccination in the Dutch national immunization program?, Vaccine, 2010-Mar-19; 28(14):1873-2518; 2624-35",DALY,Netherlands,Not Stated,Immunization,Rotarix rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,4.00,1.50,49000,Euro,2006,79027.67
27584,Is it cost-effective to introduce rotavirus vaccination in the Dutch national immunization program?,"This study assessed whether the inclusion of two rotavirus (RV) vaccines in the Dutch national immunization programme is cost-effective. Costs and outcomes in unvaccinated and vaccinated populations are compared for a time period of 20 years. In the baseline, assuming competitive market forces in relation to vaccine costs, Rotarix is more cost-effective than RotaTeq, resulting in a cost-utility ratio (CUR) of euro 53,000 per DALY (third payer perspective) and euro 49,000 per DALY (societal perspective), but both considered as being not cost-effective. Vaccine-related costs, annual epidemic-size, and indirect protection are the major factors that determine cost-effectiveness of RV vaccination.",2010-99-06126,20109593,Vaccine,Kerry McBrien,2010,28 / 14,2624-35,Yes,20109593,"Kerry McBrien; Is it cost-effective to introduce rotavirus vaccination in the Dutch national immunization program?, Vaccine, 2010-Mar-19; 28(14):1873-2518; 2624-35",DALY,Netherlands,Not Stated,Immunization,RotaTeq rotavirus vaccination vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,4.00,1.50,54000,Euro,2006,87091.71
