index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
29901,"Economic Evaluation of Screening Strategies Combined with HPV Vaccination of Preadolescent Girls for the Prevention of Cervical Cancer in Vientiane, Lao PDR","BACKGROUND: Several approaches to reduce the incidence of invasive cervical cancers exist. The approach adopted should take into account contextual factors that influence the cost-effectiveness of the available options. OBJECTIVE: To determine the cost-effectiveness of screening strategies combined with a vaccination program for 10-year old girls for cervical cancer prevention in Vientiane, Lao PDR. METHODS: A population-based dynamic compartment model was constructed. The interventions consisted of a 10-year old girl vaccination program only, or this program combined with screening strategies, i.e., visual inspection with acetic acid (VIA), cytology-based screening, rapid human papillomavirus (HPV) DNA testing, or combined VIA and cytology testing. Simulations were run over 100 years. In base-case scenario analyses, we assumed a 70% vaccination coverage with lifelong protection and a 50% screening coverage. The outcome of interest was the incremental cost per Disability-Adjusted Life Year (DALY) averted. RESULTS: In base-case scenarios, compared to the next best strategy, the model predicted that VIA screening of women aged 30-65 years old every three years, combined with vaccination, was the most attractive option, costing 2 544 international dollars (I$) per DALY averted. Meanwhile, rapid HPV DNA testing was predicted to be more attractive than cytology-based screening or its combination with VIA. Among cytology-based screening options, combined VIA with conventional cytology testing was predicted to be the most attractive option. Multi-way sensitivity analyses did not change the results. Compared to rapid HPV DNA testing, VIA had a probability of cost-effectiveness of 73%. Compared to the vaccination only option, the probability that a program consisting of screening women every five years would be cost-effective was around 60% and 80% if the willingness-to-pay threshold is fixed at one and three GDP per capita, respectively. CONCLUSIONS: A VIA screening program in addition to a girl vaccination program was predicted to be the most attractive option in the health care context of Lao PDR. When compared with other screening methods, VIA was the primary recommended method for combination with vaccination in Lao PDR.",2016-99-22134,27631732,PLoS One,Phetsavanh Chanthavilay,2016,11 / 9,e0162915,No,27631732,"Phetsavanh Chanthavilay; Daniel Reinharz; Mayfong Mayxay; Keokedthong Phongsavan; Donald E Marsden; Lynne Moore; Lisa J White; Economic Evaluation of Screening Strategies Combined with HPV Vaccination of Preadolescent Girls for the Prevention of Cervical Cancer in Vientiane, Lao PDR, PLoS One , 2016; 11(9):1932-6203; e0162915",DALY,Lao,Not Stated,"Diagnostic, Screening",Yearly Visual Inspection with Acetic Acid (VIA)_20-65 + vaccination vs. Yearly Visual Inspection with Acetic Acid (VIA)_25-65 + vaccination,Screening strategies across ages 25-65 combined with 10-years old girl vaccination,Not Stated,6 Years,Female,Full,,3.00,3.00,30462,United States,2013,33842.73
29972,Provision of hearing aids to children in Bangladesh: costs and cost-effectiveness of a community-based and a centre-based approach,"PURPOSE: The aim of this study is to provide evidence on the costs and health effects of two alternative hearing aid delivery models, a community-based and a centre-based approach. The study is set in Bangladesh and the study population is children between 12 and 18 years old. METHODS: Data on resource use by participants and their caregivers were collected by a household survey. Follow-up data were collected after two months. Data on the costs to providers of the two approaches were collected by means of key informant interviews. RESULTS: The total cost per participant in the community-based model was BDT 6,333 (USD 79) compared with BDT 13,718 (USD 172) for the centre-based model. Both delivery models are found to be cost-effective with an estimated cost per DALY averted of BDT 17,611 (USD 220) for the community-based model and BDT 36,775 (USD 460) for the centre-based model. CONCLUSIONS: Using a community-based approach to deliver hearing aids to children in a resource constrained environment is a cost-effective alternative to the traditional centre-based approach. Further evidence is needed to draw conclusions for scale-up of approaches; rigorous analysis is possible using well-prepared data collection tools and working closely with sector professionals. Implications for Rehabilitation Delivery models vary by resources needed for their implementation. Community-based deliver models of hearing aids to children in low-income countries are a cost-effective alternative. The assessment of costs and effects of hearing aids delivery models in low-income countries is possible through planned collaboration between researchers and sector professionals.",2016-01-02812,27498947,Disabil Rehabil Assist Technol,Bjorn Ekman,2016,/,1-6,No,27498947,"Bjorn Ekman; Johan Borg; Theresa L. Osypuk; Eric J. Tchetgen Tchetgen; Dolores Acevedo-Garcia; Felton J. Earls; Alisa Lincoln; Nicole M. Schmidt; M. Maria Glymour; Provision of hearing aids to children in Bangladesh: costs and cost-effectiveness of a community-based and a centre-based approach, Disabil Rehabil Assist Technol, 2016 Aug 8; ():1748-3115; 1-6",DALY,Bangladesh,Not Stated,"Care Delivery, Medical Device",Center-based approach for provision of hearing aids vs. None,In need of hearing aid screening,18 Years,12 Years,"Female, Male",Full,,Not Stated,Not Stated,36774.8,Bangladesh,2014,527.07
29973,Cost-effectiveness analysis of dialysis and kidney transplant in patients with renal impairment using disability adjusted life years in Iran,"BACKGROUND: This cross-sectional study was conducted to compare the cost-effectiveness of three therapeutic methods of long-term hemodialysis, kidney transplant from a living person and kidney transplant from a cadaver utilizing Disability Adjusted Life Years (DALY) using data from the records of patients referred to Afzalipour Hospital of Kerman in 2012. METHODS: This cross-sectional study utilizing Disability Adjusted Life Years (DALY) as outcome measure, used data from the records of patients referred to Afzalipour Hospital of Kerman in 2012. The decision tree model and decision tree software (Tree Age pro 11) were used for data analysis. In this research, costs and effects were studied from the patients and healthcare providers'' perspective. RESULTS: In the patient''s perspective, the CER of dialysis was 5.04 times greater than transplant from a living person and 6.15 times higher than transplant from a cadaveric donor. In the hospital''s perspective, the average cost-effectiveness ratio of dialysis was 8.4 times greater than transplant from a living person and 14.07 times higher than transplant from a cadaver. The smaller the C-E ratio, the greater was the cost-effectiveness. In both perspectives, the order of effectiveness of treatment methods were transplant from a cadaver, transplant from a living person and dialysis. CONCLUSION: Considering the results obtained in this study, measures should be taken to increase the desire for organ donation from brain-dead patients, living people and patients'' relatives.",2016-99-22407,27493934,Can J Diabetes,Safiye YaghoubiFard,2016,30 /,390,No,27493934,"Safiye YaghoubiFard; Reza Goudarzi; Abbas Etminan; MohammadReza Baneshi; Mohsen Barouni; Mohammad Jafari Sirizi; Cost-effectiveness analysis of dialysis and kidney transplant in patients with renal impairment using disability adjusted life years in Iran, Can J Diabetes, 2016; 30():2352-3840; 390",DALY,Iran,Not Stated,"Medical Procedure, Surgical",Kidney transplant from a living person vs. Kidney transplant from a cadaver,Not Stated,Not Stated,12 Years,"Female, Male",Full,Not Stated / None,3.00,3.00,5954.3,United States,2012,6712.01
29974,Cost-effectiveness analysis of dialysis and kidney transplant in patients with renal impairment using disability adjusted life years in Iran,"BACKGROUND: This cross-sectional study was conducted to compare the cost-effectiveness of three therapeutic methods of long-term hemodialysis, kidney transplant from a living person and kidney transplant from a cadaver utilizing Disability Adjusted Life Years (DALY) using data from the records of patients referred to Afzalipour Hospital of Kerman in 2012. METHODS: This cross-sectional study utilizing Disability Adjusted Life Years (DALY) as outcome measure, used data from the records of patients referred to Afzalipour Hospital of Kerman in 2012. The decision tree model and decision tree software (Tree Age pro 11) were used for data analysis. In this research, costs and effects were studied from the patients and healthcare providers'' perspective. RESULTS: In the patient''s perspective, the CER of dialysis was 5.04 times greater than transplant from a living person and 6.15 times higher than transplant from a cadaveric donor. In the hospital''s perspective, the average cost-effectiveness ratio of dialysis was 8.4 times greater than transplant from a living person and 14.07 times higher than transplant from a cadaver. The smaller the C-E ratio, the greater was the cost-effectiveness. In both perspectives, the order of effectiveness of treatment methods were transplant from a cadaver, transplant from a living person and dialysis. CONCLUSION: Considering the results obtained in this study, measures should be taken to increase the desire for organ donation from brain-dead patients, living people and patients'' relatives.",2016-99-22407,27493934,Can J Diabetes,Safiye YaghoubiFard,2016,30 /,390,No,27493934,"Safiye YaghoubiFard; Reza Goudarzi; Abbas Etminan; MohammadReza Baneshi; Mohsen Barouni; Mohammad Jafari Sirizi; Cost-effectiveness analysis of dialysis and kidney transplant in patients with renal impairment using disability adjusted life years in Iran, Can J Diabetes, 2016; 30():2352-3840; 390",DALY,Iran,Not Stated,"Medical Procedure, Surgical",Chronic dialysis vs. Kidney transplant from a cadaveric,Not Stated,Not Stated,12 Years,"Female, Male",Full,Not Stated / None,3.00,3.00,256525,United States,2012,289169.11
29975,Rabies in Kazakhstan,"BACKGROUND: Rabies is a neglected zoonotic disease. There is a sparsity of data on this disease with regard to the incidence of human and animal disease in many low and middle income countries. Furthermore, rabies results in a large economic impact and a high human burden of disease. Kazakhstan is a large landlocked middle income country that gained independence from the Soviet Union in 1991 and is endemic for rabies. METHODOLOGY/PRINCIPAL FINDINGS: We used detailed public health and veterinary surveillance data from 2003 to 2015 to map where livestock rabies is occurring. We also estimate the economic impact and human burden of rabies. Livestock and canine rabies occurred over most of Kazakhstan, but there were regional variations in disease distribution. There were a mean of 7.1 officially recorded human fatalities due to rabies per year resulting in approximately 457 Disability Adjusted Life Years (DALYs). A mean of 64,289 individuals per annum underwent post exposure prophylaxis (PEP) which may have resulted in an additional 1140 DALYs annually. PEP is preventing at least 118 cases of human rabies each year or possibly as many as 1184 at an estimated cost of $1193 or $119 per DALY averted respectively. The estimated economic impact of rabies in Kazakhstan is $20.9 million per annum, with nearly half of this cost being attributed to the cost of PEP and the loss of income whilst being treated. A further $5.4 million per annum was estimated to be the life time loss of income for fatal cases. Animal vaccination programmes and animal control programmes also contributed substantially to the economic losses. The direct costs due to rabies fatalities of agricultural animals was relatively low. CONCLUSIONS/SIGNIFICANCE: This study demonstrates that in Kazakhstan there is a substantial economic cost and health impact of rabies. These costs could be reduced by modifying the vaccination programme that is now practised. The study also fills some data gaps on the epidemiology and economic effects of rabies in respect to Kazakhstan.",2016-99-22433,27486744,PLoS Negl Trop Dis,Akmetzhan A Sultanov,2016,10 / 8,e0004889,No,27486744,"Akmetzhan A Sultanov; Sarsenbay K Abdrakhmanov; Aida M Abdybekova; Bolat S Karatayev; Paul R Torgerson; Rabies in Kazakhstan, PLoS Negl Trop Dis, 2016 Aug; 10(8):1935-2735; e0004889",DALY,Kazakhstan,Not Stated,Immunization,Post exposure prophylaxis (PEP) for prevention of Rabies infection vs. None,Previously bitten by animal,Not Stated,Not Stated,"Female, Male",Full,,Not Stated,Not Stated,1193,United States,2014,1304.24
29976,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Angola,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,181,United States,2014,197.88
29977,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Benin,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,154,United States,2014,168.36
29978,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Botswana,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,8853,United States,2014,9678.52
29979,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Burkina Faso,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,280,United States,2014,306.11
29980,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Burundi,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,350,United States,2014,382.64
29981,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Cameroon,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,187,United States,2014,204.44
29982,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Cabo Verde,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,596,United States,2014,651.58
29983,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Central African Republic,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,239,United States,2014,261.29
