index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
27301,"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe","OBJECTIVE: To estimate the costs and effects of alternative strategies for annual screening of school children for refractive errors, and the provision of spectacles, in different WHO sub-regions in Africa, Asia, America and Europe. METHODS: We developed a mathematical simulation model for uncorrected refractive error, using prevailing prevalence and incidence rates. Remission rates reflected the absence or presence of screening strategies for school children. All screening strategies were implemented for a period of 10 years and were compared to a situation were no screening was implemented. Outcome measures were life years adjusted for disability (DALYs), costs of screening and provision of spectacles and follow-up for six different screening strategies, and cost-effectiveness in international dollars per DALY averted. Epidemiological information was derived from the burden of disease study from the World Health Organization (WHO). Cost data were derived from large databases from the WHO. Both univariate and multivariate sensitivity analyses were performed on key parameters to determine the robustness of the model results. RESULTS: In all regions, screening of 5-15 years old children yields most health effects, followed by screening of 11-15 years old, 5-10 years old, and screening of 8 and 13 years old. Screening of broad-age intervals is always more costly than screening of single-age intervals, and there are important economies of scale for simultaneous screening of both 5-10 and 11-15-year-old children. In all regions, screening of 11-15 years old is the most cost-effective intervention, with the cost per DALY averted ranging from I$67 per DALY averted in the Asian sub-region to I$458 per DALY averted in the European sub-region. The incremental cost per DALY averted of screening 5-15 years old ranges between I$111 in the Asian sub-region to I$672 in the European sub-region. CONCLUSIONS: Considering the conservative study assumptions and the robustness of study conclusions towards changes in these assumptions, screening of school children for refractive error is economically attractive in all regions in the world.",2009-XX-04684,18621429,Health Policy,Rob Baltussen,2008,89 / 2,201-15,No,18621429,"Rob Baltussen; Jeroen Naus; Hans Limburg; Jeroen Naus; Hans Limburg; Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe, Health Policy, 2009-Feb; 89(2):0168-8510; 201-15",DALY,Not Stated,Not Stated,Screening,Annual screening of school children for refractive errors and provision of spectacles for eligible children vs. None,Amr-D,18 Years,6 Years,"Female, Male",Full,,3.00,3.00,100.35,United States,2000,150.82
27379,"Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness","Malaria and bacterial infections account for most infectious disease deaths in developing countries. Prompt treatment saves lives, but rapid deterioration often prevents the use of oral therapies; delays in reaching health facilities providing parenteral interventions are common. Rapidly and reliably absorbed antimalarial/antibacterial rectal formulations used in the community could prevent deaths and disabilities. Rectal antimalarial treatments are currently available; rectal antibacterial treatments are yet to be developed. Assessment of the likely cost-effectiveness of these interventions will inform research priorities and implementation.The burden of malaria and bacterial infections worldwide and in Sub-Saharan and Southern Africa (SSA) and South and South-East Asia (SEA) was summarised using published data. The additional healthcare costs (US$) per death and per Disability Adjusted Life Year (DALY) avoided following pre-referral treatment of severe febrile illness with rectal antimalarials, antibacterials or combined antimalarial/antibacterials in populations at malaria risk in SSA/SEA were assessed. 46 million severe malaria and bacterial infections and 5 million deaths occur worldwide each year, mostly in SSA/SEA. At annual delivery costs of $0.02/capita and 100% coverage, rectal antimalarials ($2 per dose) would avert 240,000 deaths in SSA and 7,000 deaths in SEA at $5 and $177 per DALY avoided, respectively; rectal antibacterials ($2 per dose) would avert 130,000 deaths in SSA and 27,000 deaths in SEA at $19 and $97 per DALY avoided, respectively. Combined rectal formulations ($2.50 per dose) would avert 370,000 deaths in SSA and 33,000 deaths in SEA at $8 and $79 per DALY avoided, respectively, and are a cost-effective alternative to rectal antimalarials or antibacterials alone.Antimalarial, antibacterial and combined rectal formulations are likely to be cost-effective interventions for severe febrile illness in the community. Attention should focus on developing effective rectal antibacterials and ensuring that these lifesaving treatments are used in a cost-effective manner.",2010-99-12070,21206901,PLoS One,James Buchanan,2010,5 / 12,e14446,No,21206901,"James Buchanan; Borislava Mihaylova; Alastair Gray; Nicholas White; Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness, PLoS One , ; 5(12):1932-6203; e14446",DALY,"Bangladesh, Bhutan, Cambodia, China, India, Indonesia, North Korea, South Korea, Lao, Malaysia, Myanmar, Nepal, Papua New Guinea, Philippines, Solomon Islands, Sri Lanka, Thailand, Timor-Leste, Vanuatu, Viet Nam",Not Stated,Pharmaceutical,Rectal antibacterial treatment added to usual practice vs. Standard/Usual Care,Not Stated,5 Years,Not Stated,Not Stated,Full,,Not Stated,3.00,36,United States,2005,47.71
27380,"Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness","Malaria and bacterial infections account for most infectious disease deaths in developing countries. Prompt treatment saves lives, but rapid deterioration often prevents the use of oral therapies; delays in reaching health facilities providing parenteral interventions are common. Rapidly and reliably absorbed antimalarial/antibacterial rectal formulations used in the community could prevent deaths and disabilities. Rectal antimalarial treatments are currently available; rectal antibacterial treatments are yet to be developed. Assessment of the likely cost-effectiveness of these interventions will inform research priorities and implementation.The burden of malaria and bacterial infections worldwide and in Sub-Saharan and Southern Africa (SSA) and South and South-East Asia (SEA) was summarised using published data. The additional healthcare costs (US$) per death and per Disability Adjusted Life Year (DALY) avoided following pre-referral treatment of severe febrile illness with rectal antimalarials, antibacterials or combined antimalarial/antibacterials in populations at malaria risk in SSA/SEA were assessed. 46 million severe malaria and bacterial infections and 5 million deaths occur worldwide each year, mostly in SSA/SEA. At annual delivery costs of $0.02/capita and 100% coverage, rectal antimalarials ($2 per dose) would avert 240,000 deaths in SSA and 7,000 deaths in SEA at $5 and $177 per DALY avoided, respectively; rectal antibacterials ($2 per dose) would avert 130,000 deaths in SSA and 27,000 deaths in SEA at $19 and $97 per DALY avoided, respectively. Combined rectal formulations ($2.50 per dose) would avert 370,000 deaths in SSA and 33,000 deaths in SEA at $8 and $79 per DALY avoided, respectively, and are a cost-effective alternative to rectal antimalarials or antibacterials alone.Antimalarial, antibacterial and combined rectal formulations are likely to be cost-effective interventions for severe febrile illness in the community. Attention should focus on developing effective rectal antibacterials and ensuring that these lifesaving treatments are used in a cost-effective manner.",2010-99-12070,21206901,PLoS One,James Buchanan,2010,5 / 12,e14446,No,21206901,"James Buchanan; Borislava Mihaylova; Alastair Gray; Nicholas White; Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness, PLoS One , ; 5(12):1932-6203; e14446",DALY,"Bangladesh, Bhutan, Cambodia, China, India, Indonesia, North Korea, South Korea, Lao, Malaysia, Myanmar, Nepal, Papua New Guinea, Philippines, Solomon Islands, Sri Lanka, Thailand, Timor-Leste, Vanuatu, Viet Nam",Not Stated,Pharmaceutical,South and South-East Asia vs. Standard/Usual Care,Not Stated,Not Stated,19 Years,Not Stated,Full,,Not Stated,3.00,190,United States,2005,251.79
27381,"Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness","Malaria and bacterial infections account for most infectious disease deaths in developing countries. Prompt treatment saves lives, but rapid deterioration often prevents the use of oral therapies; delays in reaching health facilities providing parenteral interventions are common. Rapidly and reliably absorbed antimalarial/antibacterial rectal formulations used in the community could prevent deaths and disabilities. Rectal antimalarial treatments are currently available; rectal antibacterial treatments are yet to be developed. Assessment of the likely cost-effectiveness of these interventions will inform research priorities and implementation.The burden of malaria and bacterial infections worldwide and in Sub-Saharan and Southern Africa (SSA) and South and South-East Asia (SEA) was summarised using published data. The additional healthcare costs (US$) per death and per Disability Adjusted Life Year (DALY) avoided following pre-referral treatment of severe febrile illness with rectal antimalarials, antibacterials or combined antimalarial/antibacterials in populations at malaria risk in SSA/SEA were assessed. 46 million severe malaria and bacterial infections and 5 million deaths occur worldwide each year, mostly in SSA/SEA. At annual delivery costs of $0.02/capita and 100% coverage, rectal antimalarials ($2 per dose) would avert 240,000 deaths in SSA and 7,000 deaths in SEA at $5 and $177 per DALY avoided, respectively; rectal antibacterials ($2 per dose) would avert 130,000 deaths in SSA and 27,000 deaths in SEA at $19 and $97 per DALY avoided, respectively. Combined rectal formulations ($2.50 per dose) would avert 370,000 deaths in SSA and 33,000 deaths in SEA at $8 and $79 per DALY avoided, respectively, and are a cost-effective alternative to rectal antimalarials or antibacterials alone.Antimalarial, antibacterial and combined rectal formulations are likely to be cost-effective interventions for severe febrile illness in the community. Attention should focus on developing effective rectal antibacterials and ensuring that these lifesaving treatments are used in a cost-effective manner.",2010-99-12070,21206901,PLoS One,James Buchanan,2010,5 / 12,e14446,No,21206901,"James Buchanan; Borislava Mihaylova; Alastair Gray; Nicholas White; Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness, PLoS One , ; 5(12):1932-6203; e14446",DALY,"Bangladesh, Bhutan, Cambodia, China, India, Indonesia, North Korea, South Korea, Lao, Malaysia, Myanmar, Nepal, Papua New Guinea, Philippines, Solomon Islands, Sri Lanka, Thailand, Timor-Leste, Vanuatu, Viet Nam",Not Stated,Pharmaceutical,Rectal antibacterial treatment added to usual practice vs. Standard/Usual Care,Not Stated,Not Stated,19 Years,Not Stated,Full,,Not Stated,3.00,97,United States,2005,128.54
27382,"Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness","Malaria and bacterial infections account for most infectious disease deaths in developing countries. Prompt treatment saves lives, but rapid deterioration often prevents the use of oral therapies; delays in reaching health facilities providing parenteral interventions are common. Rapidly and reliably absorbed antimalarial/antibacterial rectal formulations used in the community could prevent deaths and disabilities. Rectal antimalarial treatments are currently available; rectal antibacterial treatments are yet to be developed. Assessment of the likely cost-effectiveness of these interventions will inform research priorities and implementation.The burden of malaria and bacterial infections worldwide and in Sub-Saharan and Southern Africa (SSA) and South and South-East Asia (SEA) was summarised using published data. The additional healthcare costs (US$) per death and per Disability Adjusted Life Year (DALY) avoided following pre-referral treatment of severe febrile illness with rectal antimalarials, antibacterials or combined antimalarial/antibacterials in populations at malaria risk in SSA/SEA were assessed. 46 million severe malaria and bacterial infections and 5 million deaths occur worldwide each year, mostly in SSA/SEA. At annual delivery costs of $0.02/capita and 100% coverage, rectal antimalarials ($2 per dose) would avert 240,000 deaths in SSA and 7,000 deaths in SEA at $5 and $177 per DALY avoided, respectively; rectal antibacterials ($2 per dose) would avert 130,000 deaths in SSA and 27,000 deaths in SEA at $19 and $97 per DALY avoided, respectively. Combined rectal formulations ($2.50 per dose) would avert 370,000 deaths in SSA and 33,000 deaths in SEA at $8 and $79 per DALY avoided, respectively, and are a cost-effective alternative to rectal antimalarials or antibacterials alone.Antimalarial, antibacterial and combined rectal formulations are likely to be cost-effective interventions for severe febrile illness in the community. Attention should focus on developing effective rectal antibacterials and ensuring that these lifesaving treatments are used in a cost-effective manner.",2010-99-12070,21206901,PLoS One,James Buchanan,2010,5 / 12,e14446,No,21206901,"James Buchanan; Borislava Mihaylova; Alastair Gray; Nicholas White; Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness, PLoS One , ; 5(12):1932-6203; e14446",DALY,"Bangladesh, Bhutan, Cambodia, China, India, Indonesia, North Korea, South Korea, Lao, Malaysia, Myanmar, Nepal, Papua New Guinea, Philippines, Solomon Islands, Sri Lanka, Thailand, Timor-Leste, Vanuatu, Viet Nam",Not Stated,Pharmaceutical,Combined antimalarial and antibacterial rectal formulation added to usual practice vs. Standard/Usual Care,Not Stated,5 Years,Not Stated,Not Stated,Full,,Not Stated,3.00,42,United States,2005,55.66
27383,"Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness","Malaria and bacterial infections account for most infectious disease deaths in developing countries. Prompt treatment saves lives, but rapid deterioration often prevents the use of oral therapies; delays in reaching health facilities providing parenteral interventions are common. Rapidly and reliably absorbed antimalarial/antibacterial rectal formulations used in the community could prevent deaths and disabilities. Rectal antimalarial treatments are currently available; rectal antibacterial treatments are yet to be developed. Assessment of the likely cost-effectiveness of these interventions will inform research priorities and implementation.The burden of malaria and bacterial infections worldwide and in Sub-Saharan and Southern Africa (SSA) and South and South-East Asia (SEA) was summarised using published data. The additional healthcare costs (US$) per death and per Disability Adjusted Life Year (DALY) avoided following pre-referral treatment of severe febrile illness with rectal antimalarials, antibacterials or combined antimalarial/antibacterials in populations at malaria risk in SSA/SEA were assessed. 46 million severe malaria and bacterial infections and 5 million deaths occur worldwide each year, mostly in SSA/SEA. At annual delivery costs of $0.02/capita and 100% coverage, rectal antimalarials ($2 per dose) would avert 240,000 deaths in SSA and 7,000 deaths in SEA at $5 and $177 per DALY avoided, respectively; rectal antibacterials ($2 per dose) would avert 130,000 deaths in SSA and 27,000 deaths in SEA at $19 and $97 per DALY avoided, respectively. Combined rectal formulations ($2.50 per dose) would avert 370,000 deaths in SSA and 33,000 deaths in SEA at $8 and $79 per DALY avoided, respectively, and are a cost-effective alternative to rectal antimalarials or antibacterials alone.Antimalarial, antibacterial and combined rectal formulations are likely to be cost-effective interventions for severe febrile illness in the community. Attention should focus on developing effective rectal antibacterials and ensuring that these lifesaving treatments are used in a cost-effective manner.",2010-99-12070,21206901,PLoS One,James Buchanan,2010,5 / 12,e14446,No,21206901,"James Buchanan; Borislava Mihaylova; Alastair Gray; Nicholas White; Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness, PLoS One , ; 5(12):1932-6203; e14446",DALY,"Bangladesh, Bhutan, Cambodia, China, India, Indonesia, North Korea, South Korea, Lao, Malaysia, Myanmar, Nepal, Papua New Guinea, Philippines, Solomon Islands, Sri Lanka, Thailand, Timor-Leste, Vanuatu, Viet Nam",Not Stated,Pharmaceutical,Combined antimalarial and antibacterial rectal formulation added to usual practice vs. Standard/Usual Care,Not Stated,Not Stated,6 Years,Not Stated,Full,,Not Stated,3.00,112,United States,2005,148.42
27384,"Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness","Malaria and bacterial infections account for most infectious disease deaths in developing countries. Prompt treatment saves lives, but rapid deterioration often prevents the use of oral therapies; delays in reaching health facilities providing parenteral interventions are common. Rapidly and reliably absorbed antimalarial/antibacterial rectal formulations used in the community could prevent deaths and disabilities. Rectal antimalarial treatments are currently available; rectal antibacterial treatments are yet to be developed. Assessment of the likely cost-effectiveness of these interventions will inform research priorities and implementation.The burden of malaria and bacterial infections worldwide and in Sub-Saharan and Southern Africa (SSA) and South and South-East Asia (SEA) was summarised using published data. The additional healthcare costs (US$) per death and per Disability Adjusted Life Year (DALY) avoided following pre-referral treatment of severe febrile illness with rectal antimalarials, antibacterials or combined antimalarial/antibacterials in populations at malaria risk in SSA/SEA were assessed. 46 million severe malaria and bacterial infections and 5 million deaths occur worldwide each year, mostly in SSA/SEA. At annual delivery costs of $0.02/capita and 100% coverage, rectal antimalarials ($2 per dose) would avert 240,000 deaths in SSA and 7,000 deaths in SEA at $5 and $177 per DALY avoided, respectively; rectal antibacterials ($2 per dose) would avert 130,000 deaths in SSA and 27,000 deaths in SEA at $19 and $97 per DALY avoided, respectively. Combined rectal formulations ($2.50 per dose) would avert 370,000 deaths in SSA and 33,000 deaths in SEA at $8 and $79 per DALY avoided, respectively, and are a cost-effective alternative to rectal antimalarials or antibacterials alone.Antimalarial, antibacterial and combined rectal formulations are likely to be cost-effective interventions for severe febrile illness in the community. Attention should focus on developing effective rectal antibacterials and ensuring that these lifesaving treatments are used in a cost-effective manner.",2010-99-12070,21206901,PLoS One,James Buchanan,2010,5 / 12,e14446,No,21206901,"James Buchanan; Borislava Mihaylova; Alastair Gray; Nicholas White; Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness, PLoS One , ; 5(12):1932-6203; e14446",DALY,"Bangladesh, Bhutan, Cambodia, China, India, Indonesia, North Korea, South Korea, Lao, Malaysia, Myanmar, Nepal, Papua New Guinea, Philippines, Solomon Islands, Sri Lanka, Thailand, Timor-Leste, Vanuatu, Viet Nam",Not Stated,Pharmaceutical,Combined antimalarial and antibacterial rectal formulation added to usual practice vs. Standard/Usual Care,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,3.00,79,United States,2005,104.69
27385,The potential economic value of a Trypanosoma cruzi (Chagas disease) vaccine in Latin America,"Background: Chagas disease, caused by the parasite Trypanosoma cruzi (T. cruzi), is the leading etiology of non-ischemic heart disease worldwide, with Latin America bearing the majority of the burden. This substantial burden and the limitations of current interventions have motivated efforts to develop a vaccine against T. cruzi. Methodology/principal findings: We constructed a decision analytic Markov computer simulation model to assess the potential economic value of a T. cruzi vaccine in Latin America from the societal perspective. Each simulation run calculated the incremental cost-effectiveness ratio (ICER), or the cost per disability-adjusted life year (DALY) avoided, of vaccination. Sensitivity analyses evaluated the impact of varying key model parameters such as vaccine cost (range: $0.50-$200), vaccine efficacy (range: 25%-75%), the cost of acute-phase drug treatment (range: $10-$150 to account for variations in acute-phase treatment regimens), and risk of infection (range: 1%-20%). Additional analyses determined the incremental cost of vaccinating an individual and the cost per averted congestive heart failure case. Vaccination was considered highly cost-effective when the ICER was ≤1 times the GDP/capita, still cost-effective when the ICER was between 1 and 3 times the GDP/capita, and not cost-effective when the ICER was >3 times the GDP/capita. Our results showed vaccination to be very cost-effective and often economically dominant (i.e., saving costs as well providing health benefits) for a wide range of scenarios, e.g., even when risk of infection was as low as 1% and vaccine efficacy was as low as 25%. Vaccinating an individual could likely provide net cost savings that rise substantially as risk of infection or vaccine efficacy increase. Conclusions/significance: Results indicate that a T. cruzi vaccine could provide substantial economic benefit, depending on the cost of the vaccine, and support continued efforts to develop a human vaccine.",2010-99-06923,21179503,PLoS Negl Trop Dis,Kerry McBrien,2010,4 / 12,e916,No,21179503,"Kerry McBrien; The potential economic value of a Trypanosoma cruzi (Chagas disease) vaccine in Latin America, PLoS Negl Trop Dis, 2010; 4(12):1935-2735; e916",DALY,"Argentina, Bolivia, Brazil, Chile, Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, El Salvador, Guyana, Haiti, Honduras, Mexico, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Uruguay, Venezuela",Not Stated,Immunization,Hypoethical vaccination with cost of $200 and efficacy 75% and risk of infection 20% to prevent T cruzi infection and Chagas disease vs. None,Not Stated,5 Years,Not Stated,Not Stated,Full,,Not Stated,Not Stated,5485,United States,2008,6593.4
27386,"Clinical benefits, costs, and cost-effectiveness of neonatal intensive care in Mexico","Background: Neonatal intensive care improves survival, but is associated with high costs and disability amongst survivors. Recent health reform in Mexico launched a new subsidized insurance program, necessitating informed choices on the different interventions that might be covered by the program, including neonatal intensive care. The purpose of this study was to estimate the clinical outcomes, costs, and cost-effectiveness of neonatal intensive care in Mexico. Methods and findings: A cost-effectiveness analysis was conducted using a decision analytic model of health and economic outcomes following preterm birth. Model parameters governing health outcomes were estimated from Mexican vital registration and hospital discharge databases, supplemented with meta-analyses and systematic reviews from the published literature. Costs were estimated on the basis of data provided by the Ministry of Health in Mexico and World Health Organization price lists, supplemented with published studies from other countries as needed. The model estimated changes in clinical outcomes, life expectancy, disability-free life expectancy, lifetime costs, disability-adjusted life years (DALYs), and incremental cost-effectiveness ratios (ICERs) for neonatal intensive care compared to no intensive care. Uncertainty around the results was characterized using one-way sensitivity analyses and a multivariate probabilistic sensitivity analysis. In the base-case analysis, neonatal intensive care for infants born at 24-26, 27-29, and 30-33 weeks gestational age prolonged life expectancy by 28, 43, and 34 years and averted 9, 15, and 12 DALYs, at incremental costs per infant of US$11,400, US$9,500, and US$3,000, respectively, compared to an alternative of no intensive care. The ICERs of neonatal intensive care at 24-26, 27-29, and 30-33 weeks were US$1,200, US$650, and US$240, per DALY averted, respectively. The findings were robust to variation in parameter values over wide ranges in sensitivity analyses. Conclusions: Incremental cost-effectiveness ratios for neonatal intensive care imply very high value for money on the basis of conventional benchmarks for cost-effectiveness analysis. Please see later in the article for the Editors' Summary.",2010-99-06924,21179496,PLoS Med,Kerry McBrien,2010,7 / 12,e1000379,No,21179496,"Kerry McBrien; Clinical benefits, costs, and cost-effectiveness of neonatal intensive care in Mexico, PLoS Med, 2010; 7(12):1549-1676; e1000379",DALY,Mexico,Not Stated,Maternal / Neonatal / Reproductive Care,Neonatal intensive care vs. None,"Preterm neonates, Gestational age (GA) 24-26 weeks",5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,1230,United States,2005,1629.99
27387,"Clinical benefits, costs, and cost-effectiveness of neonatal intensive care in Mexico","Background: Neonatal intensive care improves survival, but is associated with high costs and disability amongst survivors. Recent health reform in Mexico launched a new subsidized insurance program, necessitating informed choices on the different interventions that might be covered by the program, including neonatal intensive care. The purpose of this study was to estimate the clinical outcomes, costs, and cost-effectiveness of neonatal intensive care in Mexico. Methods and findings: A cost-effectiveness analysis was conducted using a decision analytic model of health and economic outcomes following preterm birth. Model parameters governing health outcomes were estimated from Mexican vital registration and hospital discharge databases, supplemented with meta-analyses and systematic reviews from the published literature. Costs were estimated on the basis of data provided by the Ministry of Health in Mexico and World Health Organization price lists, supplemented with published studies from other countries as needed. The model estimated changes in clinical outcomes, life expectancy, disability-free life expectancy, lifetime costs, disability-adjusted life years (DALYs), and incremental cost-effectiveness ratios (ICERs) for neonatal intensive care compared to no intensive care. Uncertainty around the results was characterized using one-way sensitivity analyses and a multivariate probabilistic sensitivity analysis. In the base-case analysis, neonatal intensive care for infants born at 24-26, 27-29, and 30-33 weeks gestational age prolonged life expectancy by 28, 43, and 34 years and averted 9, 15, and 12 DALYs, at incremental costs per infant of US$11,400, US$9,500, and US$3,000, respectively, compared to an alternative of no intensive care. The ICERs of neonatal intensive care at 24-26, 27-29, and 30-33 weeks were US$1,200, US$650, and US$240, per DALY averted, respectively. The findings were robust to variation in parameter values over wide ranges in sensitivity analyses. Conclusions: Incremental cost-effectiveness ratios for neonatal intensive care imply very high value for money on the basis of conventional benchmarks for cost-effectiveness analysis. Please see later in the article for the Editors' Summary.",2010-99-06924,21179496,PLoS Med,Kerry McBrien,2010,7 / 12,e1000379,No,21179496,"Kerry McBrien; Clinical benefits, costs, and cost-effectiveness of neonatal intensive care in Mexico, PLoS Med, 2010; 7(12):1549-1676; e1000379",DALY,Mexico,Not Stated,Maternal / Neonatal / Reproductive Care,Neonatal intensive care vs. None,"Preterm neonates, Gestational age (GA) 27-29 weeks",5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,650,United States,2005,861.38
27388,"Clinical benefits, costs, and cost-effectiveness of neonatal intensive care in Mexico","Background: Neonatal intensive care improves survival, but is associated with high costs and disability amongst survivors. Recent health reform in Mexico launched a new subsidized insurance program, necessitating informed choices on the different interventions that might be covered by the program, including neonatal intensive care. The purpose of this study was to estimate the clinical outcomes, costs, and cost-effectiveness of neonatal intensive care in Mexico. Methods and findings: A cost-effectiveness analysis was conducted using a decision analytic model of health and economic outcomes following preterm birth. Model parameters governing health outcomes were estimated from Mexican vital registration and hospital discharge databases, supplemented with meta-analyses and systematic reviews from the published literature. Costs were estimated on the basis of data provided by the Ministry of Health in Mexico and World Health Organization price lists, supplemented with published studies from other countries as needed. The model estimated changes in clinical outcomes, life expectancy, disability-free life expectancy, lifetime costs, disability-adjusted life years (DALYs), and incremental cost-effectiveness ratios (ICERs) for neonatal intensive care compared to no intensive care. Uncertainty around the results was characterized using one-way sensitivity analyses and a multivariate probabilistic sensitivity analysis. In the base-case analysis, neonatal intensive care for infants born at 24-26, 27-29, and 30-33 weeks gestational age prolonged life expectancy by 28, 43, and 34 years and averted 9, 15, and 12 DALYs, at incremental costs per infant of US$11,400, US$9,500, and US$3,000, respectively, compared to an alternative of no intensive care. The ICERs of neonatal intensive care at 24-26, 27-29, and 30-33 weeks were US$1,200, US$650, and US$240, per DALY averted, respectively. The findings were robust to variation in parameter values over wide ranges in sensitivity analyses. Conclusions: Incremental cost-effectiveness ratios for neonatal intensive care imply very high value for money on the basis of conventional benchmarks for cost-effectiveness analysis. Please see later in the article for the Editors' Summary.",2010-99-06924,21179496,PLoS Med,Kerry McBrien,2010,7 / 12,e1000379,No,21179496,"Kerry McBrien; Clinical benefits, costs, and cost-effectiveness of neonatal intensive care in Mexico, PLoS Med, 2010; 7(12):1549-1676; e1000379",DALY,Mexico,Not Stated,Maternal / Neonatal / Reproductive Care,Neonatal intensive care vs. None,"Preterm neonates, gestational age (GA) 30-33 weeks",5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,240,United States,2005,318.05
27389,Cost-effectiveness of interventions to promote fruit and vegetable consumption,"Background: Fruits and vegetables are an essential part of the human diet, but many people do not consume the recommended serves to prevent cardiovascular disease and cancer. In this research, we evaluate the cost-effectiveness of interventions to promote fruit and vegetable consumption to determine which interventions are good value for money, and by how much current strategies can reduce the population disease burden. Methods/principal findings: In a review of published literature, we identified 23 interventions for promoting fruit and vegetable intake in the healthy adult population that have sufficient evidence for cost-effectiveness analysis. For each intervention, we model the health impacts in disability-adjusted life years (DALYs), the costs of intervention and the potential cost-savings from averting disease treatment, to determine cost-effectiveness of each intervention over the lifetime of the population, from an Australian health sector perspective. Interventions that rely on dietary counselling, telephone contact, worksite promotion or other methods to encourage change in dietary behaviour are not highly effective or cost-effective. Only five out of 23 interventions are less than an A$50,000 per disability-adjusted life year cost-effectiveness threshold, and even the most effective intervention can avert only 5% of the disease burden attributed to insufficient fruit and vegetable intake. Conclusions/significance: We recommend more investment in evaluating interventions that address the whole population, such as changing policies influencing price or availability of fruits and vegetables, to see if these approaches can provide more effective and cost-effective incentives for improving fruit and vegetable intake.",2010-99-06949,21152389,PLoS One,Kerry McBrien,2010,5 / 11,e14148,No,21152389,"Kerry McBrien; Cost-effectiveness of interventions to promote fruit and vegetable consumption, PLoS One , 2010; 5(11):1932-6203; e14148",DALY,Australia,Not Stated,"Health Education or Behavior, Other",Telephone counselling; information mail-out vs. None,Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,84000,Australia,2003,77079.48
27390,Cost-effectiveness of interventions to promote fruit and vegetable consumption,"Background: Fruits and vegetables are an essential part of the human diet, but many people do not consume the recommended serves to prevent cardiovascular disease and cancer. In this research, we evaluate the cost-effectiveness of interventions to promote fruit and vegetable consumption to determine which interventions are good value for money, and by how much current strategies can reduce the population disease burden. Methods/principal findings: In a review of published literature, we identified 23 interventions for promoting fruit and vegetable intake in the healthy adult population that have sufficient evidence for cost-effectiveness analysis. For each intervention, we model the health impacts in disability-adjusted life years (DALYs), the costs of intervention and the potential cost-savings from averting disease treatment, to determine cost-effectiveness of each intervention over the lifetime of the population, from an Australian health sector perspective. Interventions that rely on dietary counselling, telephone contact, worksite promotion or other methods to encourage change in dietary behaviour are not highly effective or cost-effective. Only five out of 23 interventions are less than an A$50,000 per disability-adjusted life year cost-effectiveness threshold, and even the most effective intervention can avert only 5% of the disease burden attributed to insufficient fruit and vegetable intake. Conclusions/significance: We recommend more investment in evaluating interventions that address the whole population, such as changing policies influencing price or availability of fruits and vegetables, to see if these approaches can provide more effective and cost-effective incentives for improving fruit and vegetable intake.",2010-99-06949,21152389,PLoS One,Kerry McBrien,2010,5 / 11,e14148,No,21152389,"Kerry McBrien; Cost-effectiveness of interventions to promote fruit and vegetable consumption, PLoS One , 2010; 5(11):1932-6203; e14148",DALY,Australia,Not Stated,"Health Education or Behavior, Other",Premenopausal women receive fortnightly visit with dietitian until dietary goals met and monthly visits thereafter. vs. None,Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,950000,Australia,2003,871732.23
