index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
13580,Effectiveness and cost-effectiveness of an awareness campaign for colorectal cancer: a mathematical modeling study,"BACKGROUND: A campaign to increase the awareness of the signs and symptoms of colorectal cancer (CRC) and encourage self-presentation to a GP was piloted in two regions of England in 2011. Short-term data from the pilot evaluation on campaign cost and changes in GP attendances/referrals, CRC incidence, and CRC screening uptake were available. The objective was to estimate the effectiveness and cost-effectiveness of a CRC awareness campaign by using a mathematical model which extrapolates short-term outcomes to predict long-term impacts on cancer mortality, quality-adjusted life-years (QALYs), and costs. METHODS: A mathematical model representing England (aged 30+) for a lifetime horizon was developed. Long-term changes to cancer incidence, cancer stage distribution, cancer mortality, and QALYs were estimated. Costs were estimated incorporating costs associated with delivering the campaign, additional GP attendances, and changes in CRC treatment. RESULTS: Data from the pilot campaign suggested that the awareness campaign caused a 1-month 10 % increase in presentation rates. Based on this, the model predicted the campaign to cost pound5.5 million, prevent 66 CRC deaths and gain 404 QALYs. The incremental cost-effectiveness ratio compared to ""no campaign"" was pound13,496 per QALY. Results were sensitive to the magnitude and duration of the increase in presentation rates and to disease stage. CONCLUSIONS: The effectiveness and cost-effectiveness of a cancer awareness campaign can be estimated based on short-term data. Such predictions will aid policy makers in prioritizing between cancer control strategies. Future cost-effectiveness studies would benefit from campaign evaluations reporting as follows: data completeness, duration of impact, impact on emergency presentations, and comparison with non-intervention regions.",2014-01-16829,24682722,Cancer Causes Control,Sophie Whyte,2014,25 / 6,647-58,No,24682722,"Sophie Whyte; Susan Harnan; Effectiveness and cost-effectiveness of an awareness campaign for colorectal cancer: a mathematical modeling study, Cancer Causes Control, ; 25(6):1573-7225; 647-58",QALY,United Kingdom,Not Stated,Not Stated,Awareness campaign for colorectal cancer and encourage self-presentation to a GP vs. None,Not Stated,Not Stated,30 Years,Not Stated,Full,Lifetime,3.50,3.50,13496,United Kingdom,2011,24912.03
13581,Cost-effectiveness of molecular testing for thyroid nodules with atypia of undetermined significance cytology,"CONTEXT: Novel molecular diagnostics, such as the gene expression classifier (GEC) and gene mutation panel (GMP) testing, may improve the management for thyroid nodules with atypia of undetermined significance (AUS) cytology. The cost-effectiveness of an approach combining both tests in different practice settings in North America is unknown. OBJECTIVE: The aim of the study was to determine the cost-effectiveness of two diagnostic molecular tests, singly or in combination, for AUS thyroid nodules. DESIGN AND SETTING: We constructed a microsimulation model to investigate cost-effectiveness from US (Medicare) and Canadian healthcare system perspectives. PATIENTS: Low-risk patients with AUS thyroid nodules were simulated. INTERVENTIONS: We examined five management strategies: 1) routine GEC; 2) routine GEC + selective GMP; 3) routine GMP; 4) routine GMP + selective GEC; and 5) standard management. MAIN OUTCOME MEASURES: Lifetime costs and quality-adjusted life-years were measured. RESULTS: From the US perspective, the routine GEC + selective GMP strategy was the dominant strategy. From the Canadian perspective, routine GEC + selective GMP cost and additional CAN$24 030 per quality-adjusted life-year gained over standard management, and was dominant over the other strategies. Sensitivity analyses reported that the decisions from both perspectives were sensitive to variations in the probability of malignancy in the nodule and the costs of the GEC and GMP. The probability of cost-effectiveness for routine GEC + selective GMP was low. CONCLUSIONS: In the US setting, the most cost-effective strategy was routine GEC + selective GMP. In the Canadian setting, standard management was most likely to be cost effective. The cost of these molecular diagnostics will need to be reduced to increase their cost-effectiveness for practice settings outside the United States.",2014-01-16831,24684467,J Clin Endocrinol Metab,Lawrence Lee,2014,99 / 8,2674-82,No,24684467,"Lawrence Lee; Jacques How; Roger J Tabah; Elliot J Mitmaker; Cost-effectiveness of molecular testing for thyroid nodules with atypia of undetermined significance cytology, J Clin Endocrinol Metab, ; 99(8):0021-972X; 2674-82",QALY,United States of America,Not Stated,Not Stated,Routine gene expression classifier (GEC) + selective genemutation panel (GMP) strategy vs. Standard/Usual Care,Not Stated,64 Years,41 Years,"Female, Male",Full,Lifetime,3.00,3.00,-12235.29,United States,2013,-13593.19
13582,Cost-effectiveness of molecular testing for thyroid nodules with atypia of undetermined significance cytology,"CONTEXT: Novel molecular diagnostics, such as the gene expression classifier (GEC) and gene mutation panel (GMP) testing, may improve the management for thyroid nodules with atypia of undetermined significance (AUS) cytology. The cost-effectiveness of an approach combining both tests in different practice settings in North America is unknown. OBJECTIVE: The aim of the study was to determine the cost-effectiveness of two diagnostic molecular tests, singly or in combination, for AUS thyroid nodules. DESIGN AND SETTING: We constructed a microsimulation model to investigate cost-effectiveness from US (Medicare) and Canadian healthcare system perspectives. PATIENTS: Low-risk patients with AUS thyroid nodules were simulated. INTERVENTIONS: We examined five management strategies: 1) routine GEC; 2) routine GEC + selective GMP; 3) routine GMP; 4) routine GMP + selective GEC; and 5) standard management. MAIN OUTCOME MEASURES: Lifetime costs and quality-adjusted life-years were measured. RESULTS: From the US perspective, the routine GEC + selective GMP strategy was the dominant strategy. From the Canadian perspective, routine GEC + selective GMP cost and additional CAN$24 030 per quality-adjusted life-year gained over standard management, and was dominant over the other strategies. Sensitivity analyses reported that the decisions from both perspectives were sensitive to variations in the probability of malignancy in the nodule and the costs of the GEC and GMP. The probability of cost-effectiveness for routine GEC + selective GMP was low. CONCLUSIONS: In the US setting, the most cost-effective strategy was routine GEC + selective GMP. In the Canadian setting, standard management was most likely to be cost effective. The cost of these molecular diagnostics will need to be reduced to increase their cost-effectiveness for practice settings outside the United States.",2014-01-16831,24684467,J Clin Endocrinol Metab,Lawrence Lee,2014,99 / 8,2674-82,No,24684467,"Lawrence Lee; Jacques How; Roger J Tabah; Elliot J Mitmaker; Cost-effectiveness of molecular testing for thyroid nodules with atypia of undetermined significance cytology, J Clin Endocrinol Metab, ; 99(8):0021-972X; 2674-82",QALY,United States of America,Not Stated,Not Stated,Routine gene expression classifier (GEC) + selective genemutation panel (GMP) strategy vs. routine gene expression classifier (GEC),Not Stated,64 Years,41 Years,"Female, Male",Full,Lifetime,3.00,3.00,-41600,United States,2013,-46216.85
13583,Cost-effectiveness of molecular testing for thyroid nodules with atypia of undetermined significance cytology,"CONTEXT: Novel molecular diagnostics, such as the gene expression classifier (GEC) and gene mutation panel (GMP) testing, may improve the management for thyroid nodules with atypia of undetermined significance (AUS) cytology. The cost-effectiveness of an approach combining both tests in different practice settings in North America is unknown. OBJECTIVE: The aim of the study was to determine the cost-effectiveness of two diagnostic molecular tests, singly or in combination, for AUS thyroid nodules. DESIGN AND SETTING: We constructed a microsimulation model to investigate cost-effectiveness from US (Medicare) and Canadian healthcare system perspectives. PATIENTS: Low-risk patients with AUS thyroid nodules were simulated. INTERVENTIONS: We examined five management strategies: 1) routine GEC; 2) routine GEC + selective GMP; 3) routine GMP; 4) routine GMP + selective GEC; and 5) standard management. MAIN OUTCOME MEASURES: Lifetime costs and quality-adjusted life-years were measured. RESULTS: From the US perspective, the routine GEC + selective GMP strategy was the dominant strategy. From the Canadian perspective, routine GEC + selective GMP cost and additional CAN$24 030 per quality-adjusted life-year gained over standard management, and was dominant over the other strategies. Sensitivity analyses reported that the decisions from both perspectives were sensitive to variations in the probability of malignancy in the nodule and the costs of the GEC and GMP. The probability of cost-effectiveness for routine GEC + selective GMP was low. CONCLUSIONS: In the US setting, the most cost-effective strategy was routine GEC + selective GMP. In the Canadian setting, standard management was most likely to be cost effective. The cost of these molecular diagnostics will need to be reduced to increase their cost-effectiveness for practice settings outside the United States.",2014-01-16831,24684467,J Clin Endocrinol Metab,Lawrence Lee,2014,99 / 8,2674-82,No,24684467,"Lawrence Lee; Jacques How; Roger J Tabah; Elliot J Mitmaker; Cost-effectiveness of molecular testing for thyroid nodules with atypia of undetermined significance cytology, J Clin Endocrinol Metab, ; 99(8):0021-972X; 2674-82",QALY,United States of America,Not Stated,Not Stated,Routine gene expression classifier (GEC) + selective genemutation panel (GMP) strategy vs. routine genemutation panel (GMP) strategy,Not Stated,64 Years,41 Years,"Female, Male",Full,Lifetime,3.00,3.00,-6762.5,United States,2013,-7513.01
13584,Cost-effectiveness of molecular testing for thyroid nodules with atypia of undetermined significance cytology,"CONTEXT: Novel molecular diagnostics, such as the gene expression classifier (GEC) and gene mutation panel (GMP) testing, may improve the management for thyroid nodules with atypia of undetermined significance (AUS) cytology. The cost-effectiveness of an approach combining both tests in different practice settings in North America is unknown. OBJECTIVE: The aim of the study was to determine the cost-effectiveness of two diagnostic molecular tests, singly or in combination, for AUS thyroid nodules. DESIGN AND SETTING: We constructed a microsimulation model to investigate cost-effectiveness from US (Medicare) and Canadian healthcare system perspectives. PATIENTS: Low-risk patients with AUS thyroid nodules were simulated. INTERVENTIONS: We examined five management strategies: 1) routine GEC; 2) routine GEC + selective GMP; 3) routine GMP; 4) routine GMP + selective GEC; and 5) standard management. MAIN OUTCOME MEASURES: Lifetime costs and quality-adjusted life-years were measured. RESULTS: From the US perspective, the routine GEC + selective GMP strategy was the dominant strategy. From the Canadian perspective, routine GEC + selective GMP cost and additional CAN$24 030 per quality-adjusted life-year gained over standard management, and was dominant over the other strategies. Sensitivity analyses reported that the decisions from both perspectives were sensitive to variations in the probability of malignancy in the nodule and the costs of the GEC and GMP. The probability of cost-effectiveness for routine GEC + selective GMP was low. CONCLUSIONS: In the US setting, the most cost-effective strategy was routine GEC + selective GMP. In the Canadian setting, standard management was most likely to be cost effective. The cost of these molecular diagnostics will need to be reduced to increase their cost-effectiveness for practice settings outside the United States.",2014-01-16831,24684467,J Clin Endocrinol Metab,Lawrence Lee,2014,99 / 8,2674-82,No,24684467,"Lawrence Lee; Jacques How; Roger J Tabah; Elliot J Mitmaker; Cost-effectiveness of molecular testing for thyroid nodules with atypia of undetermined significance cytology, J Clin Endocrinol Metab, ; 99(8):0021-972X; 2674-82",QALY,United States of America,Not Stated,Not Stated,Routine gene expression classifier (GEC) + selective genemutation panel (GMP) strategy vs. routine selective genemutation panel (GMP) + selective gene expression classifier (GEC) strategy,Not Stated,64 Years,41 Years,"Female, Male",Full,Lifetime,3.00,3.00,-4005.26,United States,2013,-4449.77
13585,Comparative effectiveness and cost-effectiveness of antiretroviral therapy and pre-exposure prophylaxis for HIV prevention in South Africa,"BACKGROUND: Antiretroviral therapy (ART) and oral pre-exposure prophylaxis (PrEP) are effective in reducing HIV transmission in heterosexual adults. The epidemiologic impact and cost-effectiveness of combined prevention approaches in resource-limited settings remain unclear. METHODS: We develop a dynamic mathematical model of the HIV epidemic in South Africa''s adult population. We assume ART reduces HIV transmission by 95% and PrEP by 60%. We model two ART strategies: scaling up access for those with CD4 counts </= 350 cells/muL (Guidelines) and for all identified HIV-infected individuals (Universal). PrEP strategies include use in the general population (General) and in high-risk individuals (Focused). We consider strategies where ART, PrEP, or both are scaled up to 100% of remaining eligible individuals yearly. We measure infections averted, quality-adjusted life-years (QALYs) gained and incremental cost-effectiveness ratios over 20 years. RESULTS: Scaling up ART to 50% of eligible individuals averts 1,513,000 infections over 20 years (Guidelines) and 3,591,000 infections (Universal). Universal ART is the most cost-effective strategy at any scale ($160-$220/QALY versus comparable scale Guidelines ART expansion). General PrEP is costly and provides limited benefits beyond ART scale-up ($7,680/QALY to add 100% PrEP to 50% Universal ART). Cost-effectiveness of General PrEP becomes less favorable when ART is widely given ($12,640/QALY gained when added to 100% Universal ART). If feasible, Focused PrEP is cost saving or highly cost effective versus status quo and when added to ART strategies. CONCLUSIONS: Expanded ART coverage to individuals in early disease stages may be more cost-effective than current guidelines. PrEP can be cost-saving if delivered to individuals at increased risk of infection.",2014-01-16833,24629217,BMC Med,Sabina S Alistar,2014,12 /,46,No,24629217,"Sabina S Alistar; Philip M Grant; Eran Bendavid; Comparative effectiveness and cost-effectiveness of antiretroviral therapy and pre-exposure prophylaxis for HIV prevention in South Africa, BMC Med, ; 12():1741-7015; 46",QALY,South Africa,Not Stated,Not Stated,Antiretroviral therapy (ART) and oral pre-exposure prophylaxis (PrEP) for HIV prevention (scaling access for CD4 counts = 350 cells/µL) vs. None,Not Stated,64 Years,19 Years,"Female, Male",Full,20 Years,3.00,3.00,413,United States,2012,465.56
13586,Cost-effectiveness of contralateral prophylactic mastectomy for prevention of contralateral breast cancer,"BACKGROUND: A growing number of women with sporadic unilateral, early-stage breast cancers are undergoing ipsilateral therapeutic mastectomy with contralateral prophylactic mastectomy (CPM) to prevent the development of new cancers in the contralateral breast. METHODS: A decision-tree using TreeAge Pro 2012 software was used to model the costs and effects of CPM versus unilateral mastectomy (UM) in women younger than 50 years of age with sporadic unilateral, early stage breast cancers. Cost estimates were obtained from the Medicare Fee Schedule and the Healthcare Utilization Project. Probability estimates were obtained from the literature. Outcome effects were measured by incremental cost per quality-adjusted life year (QALY) gained. A 10-year risk period for contralateral breast cancer (CBC), a lifetime time horizon, and a societal perspective were used. RESULTS: Treatment with CPM results in 0.2 QALYs less than UM and $279 less in costs during a 10-year risk period and lifetime follow-up. The resulting incremental cost effectiveness ratio (ICER) is a savings of $1397 per QALY lost. The ICER is sensitive to the rate and method of postmastectomy reconstruction and the cost of radiologic surveillance after UM. CONCLUSIONS: CPM is cost-saving for the prevention of CBC in women younger than 50 years of age with sporadic, unilateral, early-stage breast cancers, but also reduces resulting health. The savings for health lost are insufficient to be considered cost-effective at this time.",2014-01-16835,24633665,Ann Surg Oncol,Amanda Roberts,2014,21 / 7,2209-17,No,24633665,"Amanda Roberts; Mehran Habibi; Kevin D Frick; Cost-effectiveness of contralateral prophylactic mastectomy for prevention of contralateral breast cancer, Ann Surg Oncol, ; 21(7):1068-9265; 2209-17",QALY,United States of America,Not Stated,Not Stated,Contralateral prophylactic masectomy (CPM) for prevention of contralateral breast cancer vs. unilateral mastectomy (UM),Not Stated,49 Years,Not Stated,Female,Full,Lifetime,3.00,Not Stated,1397,United States,2011,1607.36
13587,The cost effectiveness of ivabradine in the treatment of chronic heart failure from the U.K. National Health Service perspective,"OBJECTIVE: Ivabradine, a specific heart rate lowering therapy, has been shown in a randomised placebo-controlled study, Systolic HF Treatment with the If Inhibitor Ivabradine Trial (SHIfT), to significantly reduce the composite end point of cardiovascular death and hospitalisation for worsening heart failure (HF) in patients with systolic HF who are in sinus rhythm and with a heart rate >/=70 bpm, when added to optimised medical therapy (HR: 0.82, 95% CI 0.75 to 0.90, p<0.0001). We assessed the cost effectiveness of ivabradine, from a UK National Health Service perspective, based on the results of SHIfT. METHODS: A Markov model estimated the cost effectiveness of ivabradine compared with standard care for two cohorts of patients with HF (heart rate >/=75 bpm in line with the EU labelled indication; and heart rate >/=70 bpm in line with the SHIfT study population). Modelled outcomes included death, hospitalisation, quality of life and New York Heart Association class. Total costs and quality adjusted life years (QALYs) for ivabradine and standard care were estimated over a lifetime horizon. RESULTS: The incremental cost per additional QALY for ivabradine plus standard care versus standard care has been estimated as pound8498 for heart rate >/=75 bpm and pound13 764 for heart rate >/=70 bpm. Ivabradine is expected to have a 95% chance of being cost-effective in the EU licensed population using the current National Institute for Health and Care Excellence cost effectiveness threshold of pound20 000 per QALY. These results were robust in sensitivity analyses. CONCLUSIONS: This economic evaluation suggests that the use of ivabradine is likely to be cost-effective in eligible patients with HF from a UK National Health Service perspective.",2014-01-16836,24634022,Heart,A Griffiths,2014,100 / 13,1031-6,No,24634022,"A Griffiths; N Paracha; A Davies; N Branscombe; M R Cowie; M Sculpher; The cost effectiveness of ivabradine in the treatment of chronic heart failure from the U.K. National Health Service perspective, Heart, ; 100(13):1468-201X; 1031-6",QALY,United Kingdom,Not Stated,Not Stated,Ivabradine plus standard care vs. Standard/Usual Care,heart rate >= 75 bpm,Not Stated,19 Years,Not Stated,Full,Lifetime,3.50,3.50,8498,United Kingdom,2011,15686.31
13588,The cost effectiveness of ivabradine in the treatment of chronic heart failure from the U.K. National Health Service perspective,"OBJECTIVE: Ivabradine, a specific heart rate lowering therapy, has been shown in a randomised placebo-controlled study, Systolic HF Treatment with the If Inhibitor Ivabradine Trial (SHIfT), to significantly reduce the composite end point of cardiovascular death and hospitalisation for worsening heart failure (HF) in patients with systolic HF who are in sinus rhythm and with a heart rate >/=70 bpm, when added to optimised medical therapy (HR: 0.82, 95% CI 0.75 to 0.90, p<0.0001). We assessed the cost effectiveness of ivabradine, from a UK National Health Service perspective, based on the results of SHIfT. METHODS: A Markov model estimated the cost effectiveness of ivabradine compared with standard care for two cohorts of patients with HF (heart rate >/=75 bpm in line with the EU labelled indication; and heart rate >/=70 bpm in line with the SHIfT study population). Modelled outcomes included death, hospitalisation, quality of life and New York Heart Association class. Total costs and quality adjusted life years (QALYs) for ivabradine and standard care were estimated over a lifetime horizon. RESULTS: The incremental cost per additional QALY for ivabradine plus standard care versus standard care has been estimated as pound8498 for heart rate >/=75 bpm and pound13 764 for heart rate >/=70 bpm. Ivabradine is expected to have a 95% chance of being cost-effective in the EU licensed population using the current National Institute for Health and Care Excellence cost effectiveness threshold of pound20 000 per QALY. These results were robust in sensitivity analyses. CONCLUSIONS: This economic evaluation suggests that the use of ivabradine is likely to be cost-effective in eligible patients with HF from a UK National Health Service perspective.",2014-01-16836,24634022,Heart,A Griffiths,2014,100 / 13,1031-6,No,24634022,"A Griffiths; N Paracha; A Davies; N Branscombe; M R Cowie; M Sculpher; The cost effectiveness of ivabradine in the treatment of chronic heart failure from the U.K. National Health Service perspective, Heart, ; 100(13):1468-201X; 1031-6",QALY,United Kingdom,Not Stated,Not Stated,Ivabradine plus standard care vs. Standard/Usual Care,heart rate >= 70 bpm,Not Stated,Not Stated,Not Stated,Full,Lifetime,3.50,3.50,13800,United Kingdom,2011,25473.18
13589,Cost-utility analysis of dasatinib and nilotinib in patients with chronic myeloid leukemia refractory to first-line treatment with imatinib in Thailand,"BACKGROUND: Recently, the second-generation tyrosine kinase inhibitors dasatinib and nilotinib have emerged as alternative treatments in patients with chronic myeloid leukemia (CML) who are resistant to or intolerant of imatinib. OBJECTIVE: This article aimed to assess the cost utility and budget impact of using dasatinib or nilotinib, rather than high-dose (800-mg/d) imatinib, in patients with chronic phase (CP) CML who are resistant to standard-dose (400-mg/d) imatinib in Thailand. METHODS: A Markov simulation model was developed and used to estimate the lifetime costs and outcomes of treating patients aged >/=38 years with CP-CML. The efficacy parameters were synthesized from a systematic review. Utilities using the European Quality of Life-5 Dimensions tool and costs were obtained from the Thai CML population. Costs and outcomes were compared and presented as the incremental cost-effectiveness ratio in 2011 Thai baht (THB) per quality-adjusted life year (QALY) gained. One-way and probabilistic sensitivity analyses were performed to estimate parameter uncertainty. RESULTS: From a societal perspective, treatment with dasatinib was found to yield more QALYs (2.13) at a lower cost (THB 1,631,331) per person than high-dose imatinib. Nilotinib treatment was also found to be more cost-effective than high-dose imatinib, producing an incremental cost-effectiveness ratio of THB 83,328 per QALY gained. This treatment option also resulted in the highest number of QALYs gained of all of the treatment options. The costs of providing dasatinib, nilotinib, and high-dose imatinib were estimated at THB 5 billion, THB 6 billion, and THB 7 billion, respectively. CONCLUSIONS: Treatment with dasatinib or nilotinib is likely to be more cost-effective than treatment with high-dose imatinib in CP-CML patients who do not respond positively to standard-dose imatinib in the Thai context. Dasatinib was found to be more cost-effective than nilotinib.",2014-01-16841,24635968,Clin Ther,Wantanee Kulpeng,2014,36 / 4,534-43,Yes,24635968,"Wantanee Kulpeng; Sumalai Sompitak; Saengsuree Jootar; Kanchana Chansung; Yot Teerawattananon; Cost-utility analysis of dasatinib and nilotinib in patients with chronic myeloid leukemia refractory to first-line treatment with imatinib in Thailand, Clin Ther, ; 36(4):1879-114X; 534-43",QALY,Thailand,Not Stated,Not Stated,Dasatinib (100 mg/d) vs. High-dose imatinib (800-mg/d),refractory to first-line treatment with imatinib,Not Stated,38 Years,"Female, Male",Full,Lifetime,3.00,3.00,-765883.06,Thailand,2011,-28934.07
13590,Cost-utility analysis of dasatinib and nilotinib in patients with chronic myeloid leukemia refractory to first-line treatment with imatinib in Thailand,"BACKGROUND: Recently, the second-generation tyrosine kinase inhibitors dasatinib and nilotinib have emerged as alternative treatments in patients with chronic myeloid leukemia (CML) who are resistant to or intolerant of imatinib. OBJECTIVE: This article aimed to assess the cost utility and budget impact of using dasatinib or nilotinib, rather than high-dose (800-mg/d) imatinib, in patients with chronic phase (CP) CML who are resistant to standard-dose (400-mg/d) imatinib in Thailand. METHODS: A Markov simulation model was developed and used to estimate the lifetime costs and outcomes of treating patients aged >/=38 years with CP-CML. The efficacy parameters were synthesized from a systematic review. Utilities using the European Quality of Life-5 Dimensions tool and costs were obtained from the Thai CML population. Costs and outcomes were compared and presented as the incremental cost-effectiveness ratio in 2011 Thai baht (THB) per quality-adjusted life year (QALY) gained. One-way and probabilistic sensitivity analyses were performed to estimate parameter uncertainty. RESULTS: From a societal perspective, treatment with dasatinib was found to yield more QALYs (2.13) at a lower cost (THB 1,631,331) per person than high-dose imatinib. Nilotinib treatment was also found to be more cost-effective than high-dose imatinib, producing an incremental cost-effectiveness ratio of THB 83,328 per QALY gained. This treatment option also resulted in the highest number of QALYs gained of all of the treatment options. The costs of providing dasatinib, nilotinib, and high-dose imatinib were estimated at THB 5 billion, THB 6 billion, and THB 7 billion, respectively. CONCLUSIONS: Treatment with dasatinib or nilotinib is likely to be more cost-effective than treatment with high-dose imatinib in CP-CML patients who do not respond positively to standard-dose imatinib in the Thai context. Dasatinib was found to be more cost-effective than nilotinib.",2014-01-16841,24635968,Clin Ther,Wantanee Kulpeng,2014,36 / 4,534-43,Yes,24635968,"Wantanee Kulpeng; Sumalai Sompitak; Saengsuree Jootar; Kanchana Chansung; Yot Teerawattananon; Cost-utility analysis of dasatinib and nilotinib in patients with chronic myeloid leukemia refractory to first-line treatment with imatinib in Thailand, Clin Ther, ; 36(4):1879-114X; 534-43",QALY,Thailand,Not Stated,Not Stated,Nilotinib (800 mg/d) vs. High-dose imatinib (800-mg/d),refractory to first-line treatment with imatinib,Not Stated,38 Years,"Female, Male",Full,Lifetime,3.00,3.00,83328,Thailand,2011,3148.02
13591,Core discrete event simulation model for the evaluation of health care technologies in major depressive disorder,"OBJECTIVE: A review of existing economic models in major depressive disorder (MDD) highlighted the need for models with longer time horizons that also account for heterogeneity in treatment pathways between patients. A core discrete event simulation model was developed to estimate health and cost outcomes associated with alternative treatment strategies. METHODS: This model simulated short- and long-term clinical events (partial response, remission, relapse, recovery, and recurrence), adverse events, and treatment changes (titration, switch, addition, and discontinuation) over up to 5 years. Several treatment pathways were defined on the basis of fictitious antidepressants with three levels of efficacy, tolerability, and price (low, medium, and high) from first line to third line. The model was populated with input data from the literature for the UK setting. Model outputs include time in different health states, quality-adjusted life-years (QALYs), and costs from National Health Service and societal perspectives. The codes are open source. RESULTS: Predicted costs and QALYs from this model are within the range of results from previous economic evaluations. The largest cost components from the payer perspective were physician visits and hospitalizations. Key parameters driving the predicted costs and QALYs were utility values, effectiveness, and frequency of physician visits. Differences in QALYs and costs between two strategies with different effectiveness increased approximately twofold when the time horizon increased from 1 to 5 years. CONCLUSION: The discrete event simulation model can provide a more comprehensive evaluation of different therapeutic options in MDD, compared with existing Markov models, and can be used to compare a wide range of health care technologies in various groups of patients with MDD.",2014-01-16843,24636376,Value Health,Anne-Lise Vataire,2014,17 / 2,183-95,Yes,24636376,"Anne-Lise Vataire; Samuel Aballea; Fernando Antonanzas; Leona Hakkaart-van Roijen; Raymond W Lam; Paul McCrone; Ulf Persson; Mondher Toumi; Core discrete event simulation model for the evaluation of health care technologies in major depressive disorder, Value Health, ; 17(2):1098-3015; 183-95",QALY,United Kingdom,Not Stated,Not Stated,Strategy with high effectiveness and high price vs. Strategy with low effectiveness and low price,Not Stated,74 Years,18 Years,"Female, Male",Full,"5 Years, flexible",3.50,3.50,-3115.38,United Kingdom,2011,-5750.63
13592,Cost-effectiveness of statins for primary prevention in patients newly diagnosed with type 2 diabetes in the Netherlands,"BACKGROUND: Statins are lipid-lowering drugs that reduce the risk of cardiovascular events in patients with diabetes. OBJECTIVES: The objective of this study was to determine whether statin treatment for primary prevention in newly diagnosed type 2 diabetes is cost-effective, taking nonadherence, baseline risk, and age into account. METHODS: A cost-effectiveness analysis was performed by using a Markov model with a time horizon of 10 years. The baseline 10-year cardiovascular risk was estimated in a Dutch population of primary prevention patients with newly diagnosed diabetes from the Groningen Initiative to Analyse Type 2 Diabetes Treatment (GIANTT) database, using the United Kingdom Prospective Diabetes Study risk engine. Statin adherence was measured as pill days covered in the IADB.nl pharmacy research database. Cost-effectiveness was measured in costs per quality-adjusted life-year (QALY) from the health care payers'' perspective. RESULTS: For an average patient aged 60 years, the base case, statin treatment was highly cost-effective at euro2245 per QALY. Favorable cost-effectiveness was robust in sensitivity analysis. Differences in age and 10-year cardiovascular risk showed large differences in cost-effectiveness from almost euro100,000 per QALY to almost being cost saving. Treating all patients younger than 45 years at diabetes diagnosis was not cost-effective (weighted cost-effectiveness of almost euro60,000 per QALY). CONCLUSIONS: Despite the nonadherence levels observed in actual practice, statin treatment is cost-effective for primary prevention in patients newly diagnosed with type 2 diabetes. Because of large differences in cost-effectiveness according to different risk and age groups, the efficiency of the treatment could be increased by targeting patients with relatively higher cardiovascular risk and higher ages.",2014-01-16845,24636380,Value Health,Folgerdiena M de Vries,2014,17 / 2,223-30,Yes,24636380,"Folgerdiena M de Vries; Petra Denig; Sipke T Visser; Eelko Hak; Maarten J Postma; Cost-effectiveness of statins for primary prevention in patients newly diagnosed with type 2 diabetes in the Netherlands, Value Health, ; 17(2):1098-3015; 223-30",QALY,Netherlands,Not Stated,Not Stated,Statin treatment for primay prevention vs. Statin treatment in patients at low risk,newly diagnosed,Not Stated,19 Years,Not Stated,Full,10 Years,4.00,1.50,2245,Euro,2012,3254.15
