index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
23275,Cost-effectiveness analysis of nivolumab for the treatment of squamous cell carcinoma of the head and neck in the United States,"Aim: To assess the cost-effectiveness of nivolumab monotherapy for recurrent/metastatic (R/M) squamous cell carcinoma of the head and neck (SCCHN) in the US. Methods: We constructed a cohort-based partitioned survival model for three health states (progression-free, progressed disease, and death). Using overall survival and progression-free survival data from the nivolumab and investigator’s choice (IC) arms of the CheckMate 141 study, the proportion of patients in each health state was estimated by parametric modeling over a 25-year period. Cost, utility, adverse event, and disease management data inputs were obtained from relevant literature and applied to patients in each health state. A scenario analysis was conducted assuming increased uptake of subsequent immunotherapies. A one-way deterministic sensitivity analysis assessed the impact of variation in multiple parameters. A probabilistic sensitivity analysis in which probabilistic distributions were applied to each input during 1,000 model iterations was also conducted. Results: Total costs incurred were higher with nivolumab ($101,552) than with IC ($38,067). Nivolumab was associated with a higher number of life-years (LY; 1.21) and quality-adjusted life-years (QALYs; 0.89), compared with IC (0.68 and 0.42, respectively). The incremental cost-effectiveness ratio for nivolumab compared with IC was $134,438 per QALY, and this remained qualitatively similar when increased uptake of subsequent immunotherapies was assumed ($129,603 per QALY). Sensitivity analyses supported these findings. Conclusions: These results suggest that, at a willingness-to-pay threshold of $150,000 per QALY, nivolumab is a cost-effective option for therapy of SCCHN in the US. © 2020, © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32862,31928375,J Med Econ,R Haddad,2020,23 / 5,442-447,Yes,31928375,"R Haddad; E Cohen; M Venkatachalam; K Young; P Singh; W Shaw; B Korytowsky; P Abraham; J Harrington; Cost-effectiveness analysis of nivolumab for the treatment of squamous cell carcinoma of the head and neck in the United States, J Med Econ, 2020; 23(5):1369-6998; 442-447",QALY,United States of America,Not Stated,Pharmaceutical,"nivolumab vs. investigator's choice including methotrexate, docetaxel, or cetuximab",Not Stated,Not Stated,19 Years,"Female, Male",Full,25 Years,3.00,3.00,134438,United States,2017,141946.94
23276,Cost-effectiveness of atezolizumab versus docetaxel and nivolumab in the treatment of non-small cell lung cancer as a second line in France,"Aim: To estimate the cost-effectiveness of atezolizumab compared with docetaxel and nivolumab for the treatment of advanced non-small cell lung cancer (NSCLC), as a second-line treatment, in a French setting. Materials and methods: A three-state partitioned-survival model was developed (progression-free survival, post-progression survival, death) based on the phase IIIOAK trial on a 10-year time horizon. The comparison between nivolumab and atezolizumab came from a network meta-analysis. Utilities were estimated from the OAK trial EQ-5D applying the French utility tariffs. Overall survival (OS), progression-free survival (PFS), and treatment duration were estimated using parametric models selected using Akaike and Bayesian information criterion. Extrapolation beyond the trial duration followed NICE DSU TSD 14. Economic perspective was the one of all payers, discount rate fixed at 4% on benefits and costs. This analysis was aligned with French Haute Autorité de Santé recommendations. Results were expressed in total cost (2019) and €/QALY (Quality Adjusted Life Year). Model robustness was checked through sensitivity analyses, and a probabilistic sensitivity analysis was conducted. Results: In comparison to docetaxel, atezolizumab costs 49,429€ more and increased life expectancy by 8 months, generating 0.47 QALY. Incremental cost-effectiveness ratio was estimated at 104,835€/QALY. When comparing nivolumab to atezolizumab, a cost minimization analysis was conducted since no clear evidence supporting a difference in terms of survival benefit was reported. Using list price, and the Market Access Authorization regimens, atezolizumab saved approximately 6,000€, 9.5% of its total costs. Sensitivity analyses confirmed the robustness of our findings. Conclusion: Atezolizumab is more efficient and more costly than docetaxel in the second-line treatment of NSCLC of stage IIIB or IV, in France, with results consistent to previous French authorities’ evaluation of immunotherapies in similar indication. Lastly, atezolizumab is a cost saving alternative to nivolumab, based on list price. © 2020, © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32863,31951770,J Med Econ,S Marine,2020,23 / 5,464-473,Yes,31951770,"S Marine; R Stéphane; P Nicolas; F Felizzi; N Paracha; M Benjamin; M Perol; Cost-effectiveness of atezolizumab versus docetaxel and nivolumab in the treatment of non-small cell lung cancer as a second line in France, J Med Econ, 2020; 23(5):1369-6998; 464-473",QALY,French Republic,Not Stated,Pharmaceutical,atezolizumab vs. docetaxel,second line treatment,Not Stated,19 Years,"Female, Male",Full,10 Years,4.00,4.00,104835,Euro,2019,118877.42
23277,Cost-effectiveness of cladribine tablets versus fingolimod in patients with highly active relapsing multiple sclerosis in Portugal,"Aims: To assess the cost-utility of cladribine tablets versus fingolimod in patients with highly active relapsing-remitting multiple sclerosis (RRMS) in Portugal. Methods: A 1-year cycle cohort-based Markov state transition model was developed to simulate disease progression, measured by Kurtzke Expanded Disability Status Scale (EDSS), relapses, and conversion to secondary-progressive MS (SPMS). Patients were assumed to remain on treatment until progression to EDSS level 7, conversion to SPMS, or complete loss of efficacy due to waning effect. Natural history was based on British Columbia Multiple Sclerosis registry, London Ontario database, UK MS Trust, and cladribine tablets clinical trial (CLARITY). Portuguese all-cause mortality was adjusted for the MS associated increased mortality. Clinical inputs for active treatments (disability progression and relapse rate) were estimated on a network meta-analysis. Utility weights were derived from UK-MS Survey and published literature. Resource consumption by EDSS and due to relapses was based on published literature, National DRG microdata and expert opinion. Unit costs were obtained from official sources. The analysis was conducted from payers’ perspective, time horizon of 50 years and discount rate of 5%, for both costs and benefits. Uncertainty was assessed via probabilistic and deterministic sensitivity analyses. Results: Compared to fingolimod, cladribine tablets were associated with a delay in progression, resulting in a gain of 0.85 quality adjusted life years (QALYs) and a cost decrease of 25,935 €. Probabilistic sensitivity analysis resulted in a mean ICER of -31,781 € per QALY and was dominant in 98.7% of the simulations. Cladribine tablets were dominant across the scenario analyses tested. Conclusions: Treatment of highly active RRMS with cladribine tablets was less costly and more effective than treatment with fingolimod. Hence, it is a dominant strategy in the Portuguese setting. No conclusions can be drawn from the present study regarding other treatment options, in particular natalizumab and alemtuzumab. © 2020, © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32865,31951777,J Med Econ,B Pinheiro,2020,23 / 5,484-491,Yes,31951777,"B Pinheiro; R Guerreiro; J Costa; S Miguel; Cost-effectiveness of cladribine tablets versus fingolimod in patients with highly active relapsing multiple sclerosis in Portugal, J Med Econ, 2020; 23(5):1369-6998; 484-491",QALY,Portugal,Not Stated,Pharmaceutical,cladribine vs. fingolimod,highly active relapse remitting multiple sclerosis,Not Stated,19 Years,"Female, Male",Full,"50 Years, 30 years; 40 years",5.00,5.00,-30876.19,Euro,2018,-37605.65
23278,Comparative cost-effectiveness of amisulpride and olanzapine in the treatment of schizophrenia in China,"Background: Both amisulpride and olanzapine are leading treatments for schizophrenia in China. This study aimed to investigate the long-term cost-effectiveness of amisulpride and olanzapine in the treatment of schizophrenia in China. Methods: A decision-analytic Markov model was developed to simulate the lifetime clinical and economic outcomes of schizophrenia treatment from the healthcare payer perspective. The long-term costs and QALYs were estimated. Sensitivity analyses were performed to explore the impact of variance of parameters on the results. Results: Treatment with amisulpride provided an effectiveness gain of 16.59 QALYs at an average cost of USD 25,884 whereas olanzapine resulted in 16.38 QALYs at a cost of USD 34,839 over a lifetime horizon. One-way sensitivity analysis suggested that the most sensitive variable was the unit cost of olanzapine. In a probabilistic sensitivity analysis based on a Monte Carlo simulation with a lifetime horizon, the probability of amisulpride being cost-effective was 99.8% at a willingness-to-pay threshold of USD 9,322, the GDP per capita in China 2018. A scenario analysis with updated olanzapine unit cost suggested an ICER of 7,857 USD/QALY. Conclusions: Amisulpride is likely to be a cost-effective option with increased effectiveness compared with olanzapine in the treatment of schizophrenia patients in China. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32867,32293194,Expert Rev. Pharmacoecon. Outcomes Res.,-M Yi,2020,20 / 3,313-320,No,32293194,"-M Yi; P Men; S Qu; C Li; X Yu; S Zhai; Comparative cost-effectiveness of amisulpride and olanzapine in the treatment of schizophrenia in China, Expert Rev. Pharmacoecon. Outcomes Res., 2020; 20(3):1473-7167; 313-320",QALY,China,Not Stated,Pharmaceutical,amisulpride vs. Standard/Usual Care- olanzapine,Not Stated,Not Stated,36 Years,"Female, Male",Full,"5 Years, Lifetime",3.00,3.00,-41884.94,China,2018,-6532
23279,Comparative cost-effectiveness of amisulpride and olanzapine in the treatment of schizophrenia in China,"Background: Both amisulpride and olanzapine are leading treatments for schizophrenia in China. This study aimed to investigate the long-term cost-effectiveness of amisulpride and olanzapine in the treatment of schizophrenia in China. Methods: A decision-analytic Markov model was developed to simulate the lifetime clinical and economic outcomes of schizophrenia treatment from the healthcare payer perspective. The long-term costs and QALYs were estimated. Sensitivity analyses were performed to explore the impact of variance of parameters on the results. Results: Treatment with amisulpride provided an effectiveness gain of 16.59 QALYs at an average cost of USD 25,884 whereas olanzapine resulted in 16.38 QALYs at a cost of USD 34,839 over a lifetime horizon. One-way sensitivity analysis suggested that the most sensitive variable was the unit cost of olanzapine. In a probabilistic sensitivity analysis based on a Monte Carlo simulation with a lifetime horizon, the probability of amisulpride being cost-effective was 99.8% at a willingness-to-pay threshold of USD 9,322, the GDP per capita in China 2018. A scenario analysis with updated olanzapine unit cost suggested an ICER of 7,857 USD/QALY. Conclusions: Amisulpride is likely to be a cost-effective option with increased effectiveness compared with olanzapine in the treatment of schizophrenia patients in China. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.",2020-01-32867,32293194,Expert Rev. Pharmacoecon. Outcomes Res.,-M Yi,2020,20 / 3,313-320,No,32293194,"-M Yi; P Men; S Qu; C Li; X Yu; S Zhai; Comparative cost-effectiveness of amisulpride and olanzapine in the treatment of schizophrenia in China, Expert Rev. Pharmacoecon. Outcomes Res., 2020; 20(3):1473-7167; 313-320",QALY,China,Not Stated,Pharmaceutical,amisulpride vs. Standard/Usual Care- olanzapine,Not Stated,Not Stated,36 Years,"Female, Male",Full,"5 Years, Lifetime",3.00,3.00,-51221.64,China,2018,-7988.07
23280,Septoplasty versus non-surgical management for nasal obstruction in adults with a deviated septum: economic evaluation alongside a randomized controlled trial,"Background: For years, the benefits of septoplasty have been questioned. Due to the scarce and inconclusive literature, several National Health Service (NHS) Clinical Commissioning Groups in England decided to add septal surgery to their list of restricted procedures with low clinical value. Recently, evidence was obtained that septoplasty is actually more effective than non-surgical management for nasal obstruction in adults with a deviated septum. However, the relation between costs and effects of septoplasty remains unknown. Methods: We conducted an economic evaluation alongside an open, multicenter, pragmatic randomized controlled trial in two tertiary and 16 secondary referral hospitals in the Netherlands. Adults with nasal obstruction and a deviated septum were randomized to (1) septoplasty with or without concurrent turbinate surgery or (2) non-surgical management consisting of (a combination of) medical treatment and watchful waiting. Analyses were performed on an intention-to-treat basis. Single imputation nested in the bootstrap percentile method (using 5000 bootstrap replications) was performed to assess the effect of missing data. After 12 and 24 months, we assessed the incremental costs per quality-adjusted life year (QALY) gained from a healthcare and a societal perspective. Results: A total of 203 adults were randomly assigned to septoplasty (N = 102) or non-surgical management (N = 101). After 12 months, the mean cost difference between septoplasty and non-surgical management using a healthcare or societal perspective was €1181 (95%CI €1038 to €1323) or €2192 per patient (95%CI €1714 to €2670), respectively. The mean QALY difference was 0.03 per patient (95%CI-0.01 to 0.07). Incremental costs per QALY gained from a healthcare or societal perspective were €41,763 or €77,525, respectively. After 24 months, the mean cost difference between the two groups using a healthcare or societal perspective decreased to €936 (95%CI €719 to €1153) or €1671 per patient (95%CI €952 to €2390), respectively. The mean QALY difference increased to 0.05 per patient (95%CI-0.03 to 0.14). Incremental costs per QALY gained from a healthcare or societal perspective became €17,374 or €31,024, respectively. Analyses of imputed data did not alter our findings. Conclusions: Depending on the selected perspective, cost-effectiveness threshold, and time horizon, septoplasty has the potential to be cost-effective. Despite considerable uncertainty, septoplasty seems to be cost-effective from a healthcare perspective, after 24 months against a threshold of €20,000 per QALY. From a societal perspective, septoplasty is not yet cost-effective after 24 months, but it comes closer to the cost-effectiveness threshold as time passes by. Trial registration: Nederlands Trial Register, NTR3868 (https://www.trialregister.nl/trial/3698). Prospectively registered on February 21, 2013. © 2020 The Author(s).",2020-01-32872,32354362,BMC Med.,Egmond Van,2020,18 / 1,-,No,32354362,"Egmond Van; P Grutters; G Hannink; Heerbeek Van; M Rovers; Septoplasty versus non-surgical management for nasal obstruction in adults with a deviated septum: economic evaluation alongside a randomized controlled trial, BMC Med., 2020; 18(1):; -",QALY,Netherlands,Not Stated,Surgical,septoplasty vs. Standard/Usual Care- non-surgical management including medication and monitoring,Not Stated,Not Stated,19 Years,"Female, Male",Full,"24 Months, 12 months",4.00,1.50,41763,Euro,2017,49830.32
23281,Septoplasty versus non-surgical management for nasal obstruction in adults with a deviated septum: economic evaluation alongside a randomized controlled trial,"Background: For years, the benefits of septoplasty have been questioned. Due to the scarce and inconclusive literature, several National Health Service (NHS) Clinical Commissioning Groups in England decided to add septal surgery to their list of restricted procedures with low clinical value. Recently, evidence was obtained that septoplasty is actually more effective than non-surgical management for nasal obstruction in adults with a deviated septum. However, the relation between costs and effects of septoplasty remains unknown. Methods: We conducted an economic evaluation alongside an open, multicenter, pragmatic randomized controlled trial in two tertiary and 16 secondary referral hospitals in the Netherlands. Adults with nasal obstruction and a deviated septum were randomized to (1) septoplasty with or without concurrent turbinate surgery or (2) non-surgical management consisting of (a combination of) medical treatment and watchful waiting. Analyses were performed on an intention-to-treat basis. Single imputation nested in the bootstrap percentile method (using 5000 bootstrap replications) was performed to assess the effect of missing data. After 12 and 24 months, we assessed the incremental costs per quality-adjusted life year (QALY) gained from a healthcare and a societal perspective. Results: A total of 203 adults were randomly assigned to septoplasty (N = 102) or non-surgical management (N = 101). After 12 months, the mean cost difference between septoplasty and non-surgical management using a healthcare or societal perspective was €1181 (95%CI €1038 to €1323) or €2192 per patient (95%CI €1714 to €2670), respectively. The mean QALY difference was 0.03 per patient (95%CI-0.01 to 0.07). Incremental costs per QALY gained from a healthcare or societal perspective were €41,763 or €77,525, respectively. After 24 months, the mean cost difference between the two groups using a healthcare or societal perspective decreased to €936 (95%CI €719 to €1153) or €1671 per patient (95%CI €952 to €2390), respectively. The mean QALY difference increased to 0.05 per patient (95%CI-0.03 to 0.14). Incremental costs per QALY gained from a healthcare or societal perspective became €17,374 or €31,024, respectively. Analyses of imputed data did not alter our findings. Conclusions: Depending on the selected perspective, cost-effectiveness threshold, and time horizon, septoplasty has the potential to be cost-effective. Despite considerable uncertainty, septoplasty seems to be cost-effective from a healthcare perspective, after 24 months against a threshold of €20,000 per QALY. From a societal perspective, septoplasty is not yet cost-effective after 24 months, but it comes closer to the cost-effectiveness threshold as time passes by. Trial registration: Nederlands Trial Register, NTR3868 (https://www.trialregister.nl/trial/3698). Prospectively registered on February 21, 2013. © 2020 The Author(s).",2020-01-32872,32354362,BMC Med.,Egmond Van,2020,18 / 1,-,No,32354362,"Egmond Van; P Grutters; G Hannink; Heerbeek Van; M Rovers; Septoplasty versus non-surgical management for nasal obstruction in adults with a deviated septum: economic evaluation alongside a randomized controlled trial, BMC Med., 2020; 18(1):; -",QALY,Netherlands,Not Stated,Surgical,septoplasty vs. Standard/Usual Care- non-surgical management including medication and monitoring,Not Stated,Not Stated,19 Years,"Female, Male",Full,"24 Months, 12 months",4.00,1.50,77525,Euro,2017,92500.44
23282,Septoplasty versus non-surgical management for nasal obstruction in adults with a deviated septum: economic evaluation alongside a randomized controlled trial,"Background: For years, the benefits of septoplasty have been questioned. Due to the scarce and inconclusive literature, several National Health Service (NHS) Clinical Commissioning Groups in England decided to add septal surgery to their list of restricted procedures with low clinical value. Recently, evidence was obtained that septoplasty is actually more effective than non-surgical management for nasal obstruction in adults with a deviated septum. However, the relation between costs and effects of septoplasty remains unknown. Methods: We conducted an economic evaluation alongside an open, multicenter, pragmatic randomized controlled trial in two tertiary and 16 secondary referral hospitals in the Netherlands. Adults with nasal obstruction and a deviated septum were randomized to (1) septoplasty with or without concurrent turbinate surgery or (2) non-surgical management consisting of (a combination of) medical treatment and watchful waiting. Analyses were performed on an intention-to-treat basis. Single imputation nested in the bootstrap percentile method (using 5000 bootstrap replications) was performed to assess the effect of missing data. After 12 and 24 months, we assessed the incremental costs per quality-adjusted life year (QALY) gained from a healthcare and a societal perspective. Results: A total of 203 adults were randomly assigned to septoplasty (N = 102) or non-surgical management (N = 101). After 12 months, the mean cost difference between septoplasty and non-surgical management using a healthcare or societal perspective was €1181 (95%CI €1038 to €1323) or €2192 per patient (95%CI €1714 to €2670), respectively. The mean QALY difference was 0.03 per patient (95%CI-0.01 to 0.07). Incremental costs per QALY gained from a healthcare or societal perspective were €41,763 or €77,525, respectively. After 24 months, the mean cost difference between the two groups using a healthcare or societal perspective decreased to €936 (95%CI €719 to €1153) or €1671 per patient (95%CI €952 to €2390), respectively. The mean QALY difference increased to 0.05 per patient (95%CI-0.03 to 0.14). Incremental costs per QALY gained from a healthcare or societal perspective became €17,374 or €31,024, respectively. Analyses of imputed data did not alter our findings. Conclusions: Depending on the selected perspective, cost-effectiveness threshold, and time horizon, septoplasty has the potential to be cost-effective. Despite considerable uncertainty, septoplasty seems to be cost-effective from a healthcare perspective, after 24 months against a threshold of €20,000 per QALY. From a societal perspective, septoplasty is not yet cost-effective after 24 months, but it comes closer to the cost-effectiveness threshold as time passes by. Trial registration: Nederlands Trial Register, NTR3868 (https://www.trialregister.nl/trial/3698). Prospectively registered on February 21, 2013. © 2020 The Author(s).",2020-01-32872,32354362,BMC Med.,Egmond Van,2020,18 / 1,-,No,32354362,"Egmond Van; P Grutters; G Hannink; Heerbeek Van; M Rovers; Septoplasty versus non-surgical management for nasal obstruction in adults with a deviated septum: economic evaluation alongside a randomized controlled trial, BMC Med., 2020; 18(1):; -",QALY,Netherlands,Not Stated,Surgical,septoplasty vs. Standard/Usual Care- non-surgical management including medication and monitoring,Not Stated,Not Stated,19 Years,"Female, Male",Full,"24 Months, 12 months",4.00,1.50,17343,Euro,2017,20693.13
23283,Septoplasty versus non-surgical management for nasal obstruction in adults with a deviated septum: economic evaluation alongside a randomized controlled trial,"Background: For years, the benefits of septoplasty have been questioned. Due to the scarce and inconclusive literature, several National Health Service (NHS) Clinical Commissioning Groups in England decided to add septal surgery to their list of restricted procedures with low clinical value. Recently, evidence was obtained that septoplasty is actually more effective than non-surgical management for nasal obstruction in adults with a deviated septum. However, the relation between costs and effects of septoplasty remains unknown. Methods: We conducted an economic evaluation alongside an open, multicenter, pragmatic randomized controlled trial in two tertiary and 16 secondary referral hospitals in the Netherlands. Adults with nasal obstruction and a deviated septum were randomized to (1) septoplasty with or without concurrent turbinate surgery or (2) non-surgical management consisting of (a combination of) medical treatment and watchful waiting. Analyses were performed on an intention-to-treat basis. Single imputation nested in the bootstrap percentile method (using 5000 bootstrap replications) was performed to assess the effect of missing data. After 12 and 24 months, we assessed the incremental costs per quality-adjusted life year (QALY) gained from a healthcare and a societal perspective. Results: A total of 203 adults were randomly assigned to septoplasty (N = 102) or non-surgical management (N = 101). After 12 months, the mean cost difference between septoplasty and non-surgical management using a healthcare or societal perspective was €1181 (95%CI €1038 to €1323) or €2192 per patient (95%CI €1714 to €2670), respectively. The mean QALY difference was 0.03 per patient (95%CI-0.01 to 0.07). Incremental costs per QALY gained from a healthcare or societal perspective were €41,763 or €77,525, respectively. After 24 months, the mean cost difference between the two groups using a healthcare or societal perspective decreased to €936 (95%CI €719 to €1153) or €1671 per patient (95%CI €952 to €2390), respectively. The mean QALY difference increased to 0.05 per patient (95%CI-0.03 to 0.14). Incremental costs per QALY gained from a healthcare or societal perspective became €17,374 or €31,024, respectively. Analyses of imputed data did not alter our findings. Conclusions: Depending on the selected perspective, cost-effectiveness threshold, and time horizon, septoplasty has the potential to be cost-effective. Despite considerable uncertainty, septoplasty seems to be cost-effective from a healthcare perspective, after 24 months against a threshold of €20,000 per QALY. From a societal perspective, septoplasty is not yet cost-effective after 24 months, but it comes closer to the cost-effectiveness threshold as time passes by. Trial registration: Nederlands Trial Register, NTR3868 (https://www.trialregister.nl/trial/3698). Prospectively registered on February 21, 2013. © 2020 The Author(s).",2020-01-32872,32354362,BMC Med.,Egmond Van,2020,18 / 1,-,No,32354362,"Egmond Van; P Grutters; G Hannink; Heerbeek Van; M Rovers; Septoplasty versus non-surgical management for nasal obstruction in adults with a deviated septum: economic evaluation alongside a randomized controlled trial, BMC Med., 2020; 18(1):; -",QALY,Netherlands,Not Stated,Surgical,septoplasty vs. Standard/Usual Care- non-surgical management including medication and monitoring,Not Stated,Not Stated,19 Years,"Female, Male",Full,"24 Months, 12 months",4.00,1.50,31024,Euro,2017,37016.88
23284,"Tetanus, diphtheria and acellular pertussis (Tdap) vaccine for prevention of pertussis among adults aged 19 years and older in the United States: A cost-effectiveness analysis","Currently, the Advisory Committee on Immunization Practices recommends one-time tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis (Tdap) vaccination for all adults 19 years and older. This study is designed to evaluate the cost-effectiveness of Tdap vaccination for Tdap-eligible adults aged 19 through 85 in the United States. A cost-effectiveness model was developed to compute costs and health outcomes associated with pertussis among 100,000 Tdap-eligible persons of each age cohort. From the societal perspective, the cost per quality-adjusted life-year (QALY) saved was evaluated under the vaccination scenarios. Sensitivity analyses were also conducted to evaluate the impacts of changes in key variables. All costs were adjusted to 2018 US$ with an annual discount rate of 3% applied to costs and outcomes. The incremental cost-effectiveness ratios (ICERs) for vaccinating US adults aged 19 to 85 with Tdap ranged from $248,000/QALY to $900,000/QALY. The lowest cost per QALY was found to be $248,000 for the age 65 cohort, followed by $332,000 for the cohort of age 19, and followed by $477,000 for the age 50 cohort. Sensitivity analysis showed the most dramatic changes in ICER occurred when changing the underreporting factor, vaccine effectiveness and vaccination costs. While Tdap vaccination may not be as cost effective as predicted earlier, it remains the best available preventive measure against pertussis. Further investigation of the true burden of pertussis disease among adults and the effectiveness of Tdap vaccination in this population is needed to better estimate the impact of Tdap vaccination. © 2020",2020-01-32875,32199910,Prev. Med.,-H Cho,2020,134 /,-,No,32199910,"-H Cho; M Acosta; J Leidner; E Faulkner; F Zhou; Tetanus, diphtheria and acellular pertussis (Tdap) vaccine for prevention of pertussis among adults aged 19 years and older in the United States: A cost-effectiveness analysis, Prev. Med., 2020; 134():; -",QALY,United States of America,Not Stated,Immunization,"tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis vaccination vs. None",Not Stated,19 Years,19 Years,"Female, Male",Full,Lifetime,3.00,3.00,332000,United States,2018,342185.81
23285,"Tetanus, diphtheria and acellular pertussis (Tdap) vaccine for prevention of pertussis among adults aged 19 years and older in the United States: A cost-effectiveness analysis","Currently, the Advisory Committee on Immunization Practices recommends one-time tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis (Tdap) vaccination for all adults 19 years and older. This study is designed to evaluate the cost-effectiveness of Tdap vaccination for Tdap-eligible adults aged 19 through 85 in the United States. A cost-effectiveness model was developed to compute costs and health outcomes associated with pertussis among 100,000 Tdap-eligible persons of each age cohort. From the societal perspective, the cost per quality-adjusted life-year (QALY) saved was evaluated under the vaccination scenarios. Sensitivity analyses were also conducted to evaluate the impacts of changes in key variables. All costs were adjusted to 2018 US$ with an annual discount rate of 3% applied to costs and outcomes. The incremental cost-effectiveness ratios (ICERs) for vaccinating US adults aged 19 to 85 with Tdap ranged from $248,000/QALY to $900,000/QALY. The lowest cost per QALY was found to be $248,000 for the age 65 cohort, followed by $332,000 for the cohort of age 19, and followed by $477,000 for the age 50 cohort. Sensitivity analysis showed the most dramatic changes in ICER occurred when changing the underreporting factor, vaccine effectiveness and vaccination costs. While Tdap vaccination may not be as cost effective as predicted earlier, it remains the best available preventive measure against pertussis. Further investigation of the true burden of pertussis disease among adults and the effectiveness of Tdap vaccination in this population is needed to better estimate the impact of Tdap vaccination. © 2020",2020-01-32875,32199910,Prev. Med.,-H Cho,2020,134 /,-,No,32199910,"-H Cho; M Acosta; J Leidner; E Faulkner; F Zhou; Tetanus, diphtheria and acellular pertussis (Tdap) vaccine for prevention of pertussis among adults aged 19 years and older in the United States: A cost-effectiveness analysis, Prev. Med., 2020; 134():; -",QALY,United States of America,Not Stated,Immunization,"tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis vaccination vs. None",Not Stated,50 Years,50 Years,"Female, Male",Full,Lifetime,3.00,3.00,477000,United States,2018,491634.43
23286,"Tetanus, diphtheria and acellular pertussis (Tdap) vaccine for prevention of pertussis among adults aged 19 years and older in the United States: A cost-effectiveness analysis","Currently, the Advisory Committee on Immunization Practices recommends one-time tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis (Tdap) vaccination for all adults 19 years and older. This study is designed to evaluate the cost-effectiveness of Tdap vaccination for Tdap-eligible adults aged 19 through 85 in the United States. A cost-effectiveness model was developed to compute costs and health outcomes associated with pertussis among 100,000 Tdap-eligible persons of each age cohort. From the societal perspective, the cost per quality-adjusted life-year (QALY) saved was evaluated under the vaccination scenarios. Sensitivity analyses were also conducted to evaluate the impacts of changes in key variables. All costs were adjusted to 2018 US$ with an annual discount rate of 3% applied to costs and outcomes. The incremental cost-effectiveness ratios (ICERs) for vaccinating US adults aged 19 to 85 with Tdap ranged from $248,000/QALY to $900,000/QALY. The lowest cost per QALY was found to be $248,000 for the age 65 cohort, followed by $332,000 for the cohort of age 19, and followed by $477,000 for the age 50 cohort. Sensitivity analysis showed the most dramatic changes in ICER occurred when changing the underreporting factor, vaccine effectiveness and vaccination costs. While Tdap vaccination may not be as cost effective as predicted earlier, it remains the best available preventive measure against pertussis. Further investigation of the true burden of pertussis disease among adults and the effectiveness of Tdap vaccination in this population is needed to better estimate the impact of Tdap vaccination. © 2020",2020-01-32875,32199910,Prev. Med.,-H Cho,2020,134 /,-,No,32199910,"-H Cho; M Acosta; J Leidner; E Faulkner; F Zhou; Tetanus, diphtheria and acellular pertussis (Tdap) vaccine for prevention of pertussis among adults aged 19 years and older in the United States: A cost-effectiveness analysis, Prev. Med., 2020; 134():; -",QALY,United States of America,Not Stated,Immunization,"tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis vaccination vs. None",Not Stated,65 Years,65 Years,"Female, Male",Full,Lifetime,3.00,3.00,248000,United States,2018,255608.68
