index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
31282,Impact and cost effectiveness of pneumococcal conjugate vaccine in India,"BACKGROUND: World Health Organization has recommended the introduction of pneumococcal conjugate vaccine (PCV) in the childhood immunisation programme of all the countries in the world. In lieu of its introduction in India, there is a need to generate evidence on cost-effectiveness of this vaccine. The current study looks into the impact and cost-effectiveness of PCV vaccine in India. METHODS: We evaluated the cost effectiveness of implementation of PCV 13 vaccination program at national level by comparing with no vaccination program for a period of 10 birth cohorts from 2018 to 2027. UNIVAC, a deterministic static cohort model is developed by giving the conservative estimates of vaccine program related to mortality, disease event rates, vaccine efficacy and coverage projections, system and health care costs for the first five years of life. Cost effectiveness is reported as Incremental Cost Effectiveness Ratio (ICER). Further scenario and sensitivity analysis were done. Probability of PCV intervention to be cost effective at a willingness to pay (WTP) threshold equal to per capita gross domestic product (GDP) is calculated using the government perspective. RESULTS: We found that the introduction of PCV vaccination program can cost an additional $467 (INR 31,666) for averting per DALY which is less than one time GDP per capita of India. Even with the most unfavourable scenario for PCV vaccine, cost per DALY averted is found to be $2323 (INR 1,57,520) which is still a cost effective intervention in India. Probabilistic sensitivity analysis found the ICER for PCV to be $649 (INR 44,008) with 95% CI: $374-$1161. CONCLUSION: This study shows that the PCV program is a highly cost effective intervention and justifies the introduction of PCV into routine immunisation schedule in some of the states and recommends introducing it throughout the country to reduce morbidity and mortality among the under-five children.",2019-01-04726,30587430,Fem. Stud.,Yuvaraj Krishnamoorthy,2019,37 / 4,623-630,No,30587430,"Yuvaraj Krishnamoorthy; Salin K Eliyas; Nayana P Nair; Manikandanesan Sakthivel; Gokul Sarveswaran; Palanivel Chinnakali; Impact and cost effectiveness of pneumococcal conjugate vaccine in India, Fem. Stud., 2019 Jan 21; 37(4):0046-3663; 623-630",DALY,India,Not Stated,Immunization,Pneumococcal conjugate vaccine national vaccination program vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,467,United States,2017,493.08
31283,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Bolivia,Not Stated,Surgical,Global humanitarian organization hand surgery trip (65 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,784,United States,2018,808.05
31284,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Bolivia,Not Stated,Surgical,Global humanitarian organization hand surgery trip (56 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,807,United States,2018,831.76
31285,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Ethiopia,Not Stated,Surgical,Global humanitarian organization hand surgery trip (15 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,316,United States,2018,325.69
31286,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Ethiopia,Not Stated,Surgical,Global humanitarian organization hand surgery trip (8 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,523,United States,2018,539.05
31287,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Ethiopia,Not Stated,Surgical,Global humanitarian organization hand surgery trip (14 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,328,United States,2018,338.06
31288,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Viet Nam,Not Stated,Surgical,Global humanitarian organization hand surgery trip (8 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,864,United States,2018,890.51
31289,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Zimbabwe,Not Stated,Surgical,Global humanitarian organization hand surgery trip (16 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,461,United States,2018,475.14
31290,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Viet Nam,Not Stated,Surgical,Global humanitarian organization hand surgery trip (9 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,280,United States,2018,288.59
31291,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Saint Vincent and the Grenadines,Not Stated,Surgical,Global humanitarian organization hand surgery trip (29 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,222,United States,2018,228.81
31292,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Guatemala,Not Stated,Surgical,Global humanitarian organization hand surgery trip (49 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,1525,United States,2018,1571.79
31293,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Saint Vincent and the Grenadines,Not Stated,Surgical,Global humanitarian organization hand surgery trip (19 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,326,United States,2018,336
31294,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Guatemala,Not Stated,Surgical,Global humanitarian organization hand surgery trip (56 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,987,United States,2018,1017.28
31295,Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds,"PURPOSE: Hand surgery outreach programs to low- and middle-income countries (LMICs) provide much-needed surgical care to the underserved populations and education to local providers for improved care. The cost-effectiveness of these surgical trips has not been studied despite a long history of such efforts. This study aimed to examine the economic impact of hand surgery trips to LMICs using data from the Touching Hands Project and ReSurge International. We hypothesized that hand surgery outreach would be cost-effective in LMICs. METHODS: We analyzed data on the cost of each trip and the surgical procedures performed. Using methods from the World Health Organization (WHO-Choosing Interventions That Are Cost-Effective [WHO-CHOICE]), we determined whether the procedures performed during the outreach trips would be cost-effective. RESULTS: For the 14 hand surgery trips, 378 patients received surgical treatment. Trips varied in the country where interventions were provided, the number of patients served, the severity of the conditions, and the total cost. The cost per disability-adjusted life-year averted ranged from United States (US)$222 to $1,525, all of which were very cost-effective according to WHO-CHOICE thresholds. The cost-effectiveness of global hand surgery was comparable to that of other medical interventions such as multidrug-resistant tuberculosis treatment in similar regions. We also identified a lack of standardized record keeping for these surgical trips. CONCLUSIONS: Hand surgeries performed in LMICs are cost-effective based on WHO-CHOICE criteria. However, a standardized record-keeping method is needed for future research and longitudinal comparison. Understanding the economic impact of hand surgery global outreach is important to the success and sustainability of these efforts, both to allocate resources effectively and to identify areas for improvement. TYPE OF STUDY/LEVEL OF EVIDENCE: Economic/Decision Analysis III.",2019-99-28149,30579691,J Hand Surg [Am],Xuan Qiu,2019,44 / 2,93-103,No,30579691,"Xuan Qiu; Jacob S Nasser; Gloria R Sue; James Chang; Kevin C Chung; Cost-Effectiveness Analysis of Humanitarian Hand Surgery Trips According to WHO-CHOICE Thresholds, J Hand Surg [Am], 2019 Feb; 44(2):0363-5023; 93-103",DALY,Trinidad and Tobago,Not Stated,Surgical,Global humanitarian organization hand surgery trip (13 patients) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,1109,United States,2018,1143.02
