index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
28683,Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA),"To date, no studies have evaluated the cost-effectiveness of human papillomavirus (HPV) vaccination in countries in the Extended Middle East and North Africa (EMENA) region. We synthesized population and epidemiologic data for 20 EMENA countries using a model-based approach to estimate averted cervical cancer cases and deaths, disability-adjusted life years (DALYs) and cost-effectiveness ratios (I$ [international dollars] per DALY averted) associated with HPV vaccination of pre-adolescent girls. We utilized additional epidemiologic data from Algeria, Lebanon, and Turkey to evaluate select cervical cancer screening strategies either alone or in combination with vaccination. Results showed that pre-adolescent vaccination of five consecutive birth cohorts at 70% coverage has the potential to prevent over 180,000 cervical cancer cases. Cases averted varied by country, largely due to differences in cancer burden and population size; 69% of cases averted occurred in the three GAVI-eligible countries in EMENA. Despite the low cervical cancer incidence in EMENA, we found that HPV vaccination was cost-effective using a threshold of each country''s gross domestic product per capita (a common metric for evaluating cost-effectiveness) in all but five countries at a cost per vaccinated girl of I$25 ($5 per dose). However, cost-effectiveness diminished with increasing vaccine cost; at a cost of I$200 per vaccinated girl, HPV vaccination was cost-effective in only five countries. When the cost per vaccinated girl exceeded I$50 in Lebanon and Turkey and I$150 in Algeria, screening alone was most attractive. We identified opportunities to improve upon current national screening guidelines, involving less frequent screening every 3-5 years. While pre-adolescent HPV vaccination promises to be a cost-effective strategy in most EMENA countries at low costs, decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Extended Middle East and North Africa Region"" Vaccine Volume 31, Supplement 6, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14864,24331822,Vaccine,Jane J Kim,2013,31 Suppl 6 /,G65-77,Yes,24331822,"Jane J Kim; Monisha Sharma; Meredith O'Shea; Steven Sweet; Mireia Diaz; Helene Sancho-Garnier; Muhieddine Seoud; Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA), Vaccine, ; 31 Suppl 6():1873-2518; G65-77",DALY,Turkey,Not Stated,Immunization,Human papillomavirus (HPV) 16/18 vaccination + screening for cervical cancer vs. Vaccination alone,Not Stated,18 Years,6 Years,Female,Full,,3,3,12600,United States,2005,16697.48
28684,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Angola,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28685,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Benin,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28686,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Burkina Faso,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28687,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Cameroon,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28688,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Cabo Verde,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28689,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Chad,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,100,United States,2005,132.52
28690,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Comoros,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28691,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Equatorial Guinea,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28692,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Gabon,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28693,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Ghana,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
