index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32647,Crisaborole for atopic dermatitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41553,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Crisaborole for atopic dermatitis, NotApplicable, ; NotApplicable():",QALY,Canada,Dermatitis and eczema,Pharmaceutical,crisaborole ointment 2% vs. pimecrolimus ointment 1%,failed or are intolerant to a topical corticosteroid treatment,2 Years,17 Years,"Male, Female",Full,Lifetime,1.50,1.50,-666.67,Canada,2018,-555.23
32648,Crisaborole for atopic dermatitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41553,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Crisaborole for atopic dermatitis, NotApplicable, ; NotApplicable():",QALY,Canada,Dermatitis and eczema,Pharmaceutical,crisaborole ointment 2% vs. tacrolimus ointment 0.03%,failed or are intolerant to a topical corticosteroid treatment,2 Years,17 Years,"Male, Female",Full,Lifetime,1.50,1.50,24751,Canada,2018,20613.89
32649,Crisaborole for atopic dermatitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41553,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Crisaborole for atopic dermatitis, NotApplicable, ; NotApplicable():",QALY,Canada,Dermatitis and eczema,Pharmaceutical,crisaborole ointment 2% vs. tacrolimus ointment 0.1%,failed or are intolerant to a topical corticosteroid treatment,Not Stated,18 Years,"Male, Female",Full,Lifetime,1.50,1.50,13500,Canada,2018,11243.48
32650,Crisaborole for atopic dermatitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41553,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Crisaborole for atopic dermatitis, NotApplicable, ; NotApplicable():",QALY,Canada,Dermatitis and eczema,Pharmaceutical,crisaborole ointment 2% vs. pimecrolimus ointment 1%,failed or are intolerant to a topical corticosteroid treatment,Not Stated,18 Years,"Male, Female",Full,Lifetime,1.50,1.50,3606,Canada,2018,3003.26
32651,Venetoclax with low dose cytarabine for untreated acute myeloid leukaemia when intensive chemotherapy is unsuitable,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2022-01-41618,,NotApplicable,NotApplicable,2022,NotApplicable /,,No,Not Stated,"NotApplicable; Venetoclax with low dose cytarabine for untreated acute myeloid leukaemia when intensive chemotherapy is unsuitable, NotApplicable, ; NotApplicable():",QALY,"England, Wales","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Pharmaceutical,venetoclax vs. low dose cytarabine,"over 30% bone marrow blasts, intensive chemotherapy is unsuitable",Not Stated,18 Years,"Male, Female",Full,Not Stated / None,Not Stated,Not Stated,10948,United Kingdom,2020,14719.31
32652,Dapagliflozin for treating chronic kidney disease,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2021-01-41619,,NotApplicable,NotApplicable,2021,NotApplicable /,,No,Not Stated,"NotApplicable; Dapagliflozin for treating chronic kidney disease, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Renal failure,"Pharmaceutical, Other",dapagliflozin vs. standard of care,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.50,3.50,6158,United Kingdom,2019,8334.34
32653,Dapagliflozin for treating chronic kidney disease,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2021-01-41619,,NotApplicable,NotApplicable,2021,NotApplicable /,,No,Not Stated,"NotApplicable; Dapagliflozin for treating chronic kidney disease, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Renal failure,"Pharmaceutical, Other",dapagliflozin vs. standard of care,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.50,3.50,5827,United Kingdom,2019,7886.36
32654,Cost-effectiveness analysis of biodegradable polymer versus durable polymer drug-eluting stents incorporating real-world evidence,"AIM: Compared with second-generation durable polymer drug-eluting stents (DP-DES), the cost-effectiveness of biodegradable polymer drug-eluting stents (BP-DES) remains unclear in the real-world setting. We assessed the cost-effectiveness of BP-DES in patients with coronary artery disease undergoing percutaneous coronary intervention (PCI). METHODS: We developed a decision-analytic model to compare the cost-effectiveness of BP-DES to DP-DES over 1 year and 5 years from healthcare payer perspective. Relative treatment effects during the first year post-PCI were obtained from a real-world population analysis while clinical event risks in the subsequent 4 years were derived from a meta-analysis of published studies. RESULTS: At 1 year, based on the clinical data analysis of 497 propensity-score matched pairs of patients, BP-DES were associated with an incremental cost-effectiveness ratio (ICER) of USD20 503 per quality-adjusted life-year (QALY) gained. At 5 years, BP-DES yielded an ICER of USD4062 per QALY gained. At the willingness-to-pay threshold of USD50 400 (one gross domestic product per capita in Singapore in 2015), BP-DES were cost-effective. Sensitivity analysis showed that the cost of stents had a significant impact on the cost-effectiveness of BP-DES. Threshold analysis demonstrated that if the cost difference between BP-DES and DP-DES exceeded USD493, BP-DES would not be cost-effective in patients with 1 year of follow-up. CONCLUSIONS: Biodegradable polymer drug-eluting stents were cost-effective compared with DP-DES in patients with coronary artery disease at 1 year and 5 years after PCI. It is worth noting that the cost of stents had a significant impact on the findings.",2018-01-27026,29873191,Cardiovasc Ther,Monica Teng,2018,36 / 5,e12442,No,29873191,"Monica Teng; Ying Jiao Zhao; Ai Leng Khoo; Rajiv Ananthakrishna; Tiong Cheng Yeo; Boon Peng Lim; Mark Y Chan; Joshua P Loh; Cost-effectiveness analysis of biodegradable polymer versus durable polymer drug-eluting stents incorporating real-world evidence, Cardiovasc Ther, 2018 Oct; 36(5):1755-5922; e12442",QALY,Singapore,Not Stated,Medical Device,"Biodegradable polymer drug-eluting stent, at 1st year vs. Standard/Usual Care- Durable polymer drug-eluting stent, at 1st year",Undergoing Percutaneous coronary intervention (,60 Years,60 Years,"Female, Male",Full,"1 Year, 5 Years",3.00,3.00,20503,United States,2017,22665.22
32655,Cost-effectiveness analysis of biodegradable polymer versus durable polymer drug-eluting stents incorporating real-world evidence,"AIM: Compared with second-generation durable polymer drug-eluting stents (DP-DES), the cost-effectiveness of biodegradable polymer drug-eluting stents (BP-DES) remains unclear in the real-world setting. We assessed the cost-effectiveness of BP-DES in patients with coronary artery disease undergoing percutaneous coronary intervention (PCI). METHODS: We developed a decision-analytic model to compare the cost-effectiveness of BP-DES to DP-DES over 1 year and 5 years from healthcare payer perspective. Relative treatment effects during the first year post-PCI were obtained from a real-world population analysis while clinical event risks in the subsequent 4 years were derived from a meta-analysis of published studies. RESULTS: At 1 year, based on the clinical data analysis of 497 propensity-score matched pairs of patients, BP-DES were associated with an incremental cost-effectiveness ratio (ICER) of USD20 503 per quality-adjusted life-year (QALY) gained. At 5 years, BP-DES yielded an ICER of USD4062 per QALY gained. At the willingness-to-pay threshold of USD50 400 (one gross domestic product per capita in Singapore in 2015), BP-DES were cost-effective. Sensitivity analysis showed that the cost of stents had a significant impact on the cost-effectiveness of BP-DES. Threshold analysis demonstrated that if the cost difference between BP-DES and DP-DES exceeded USD493, BP-DES would not be cost-effective in patients with 1 year of follow-up. CONCLUSIONS: Biodegradable polymer drug-eluting stents were cost-effective compared with DP-DES in patients with coronary artery disease at 1 year and 5 years after PCI. It is worth noting that the cost of stents had a significant impact on the findings.",2018-01-27026,29873191,Cardiovasc Ther,Monica Teng,2018,36 / 5,e12442,No,29873191,"Monica Teng; Ying Jiao Zhao; Ai Leng Khoo; Rajiv Ananthakrishna; Tiong Cheng Yeo; Boon Peng Lim; Mark Y Chan; Joshua P Loh; Cost-effectiveness analysis of biodegradable polymer versus durable polymer drug-eluting stents incorporating real-world evidence, Cardiovasc Ther, 2018 Oct; 36(5):1755-5922; e12442",QALY,Singapore,Not Stated,Medical Device,"Biodegradable polymer drug-eluting stent, 5 years vs. Standard/Usual Care- Durable polymer drug-eluting stent, 5 years",Undergoing Percutaneous coronary intervention (,60 Years,60 Years,"Female, Male",Full,"1 Year, 5 Years",3.00,3.00,40.41,United States,2017,44.67
32656,Cost-effectiveness of vaccination against cytomegalovirus (CMV) in adolescent girls to prevent infections in pregnant women living in France,"BACKGROUND: CMV infections are the most frequent congenital infections worldwide. AIM: Assess the cost-effectiveness of vaccination strategies of adolescent girls vs. current practice (hygiene counseling) to prevent CMV seroconversions during pregnancy in France. METHOD: A Markov decision-tree model simulated overtime the trajectory of a single fictive cohort of 390,000 adolescent women aged 14years old, living in France. Impact of vaccination was explored until the end of their reproductive live 40years later. STRATEGIES COMPARED: ""S1: No vaccination"" (current practice); ""S2: Routine vaccination""; ""S3: Screening and vaccination of the seronegative"". MODEL PARAMETERS: Seroconversion rate without vaccination (0.035%/pregnant woman-week); fetal transmission risk (41%). Vaccine vs. no vaccination: a 50% decrease in maternal seroconversions. OUTCOMES: Quality-Adjusted Life-Years (QALYs) of the cohort-born babies; discounted costs; Incremental Cost-Effectiveness Ratio (ICER). RESULTS: S2 was the most effective strategy (with 35,000 QALYs gained) and the most expensive (euro211,533,000); S1 was the least effective and least costly (euro75,423,000). ICERs of strategy S3 vs. S1, and S2 vs. S3 were 6,000euro/QALY gained (95% uncertainty range [2700-13,300]) and 16,000euro/QALY [negative ICER (S3 dominated by S2) - 94,000] gained, respectively; highly cost-effective because ICER<1 *France''s GPD/capita=euro30,000. SENSITIVITY ANALYSIS: If the seroprevalence was >62% (vs. 20% in the base case), S3 would become the most efficient strategy. CONCLUSION: In France, systematic vaccination of adolescent girls was the most efficient strategy to prevent maternal seroconversions. If the population was less than 62% immune, systematic screening and vaccination of susceptibles would become the most cost-effective approach.",2018-01-25585,29397227,Vaccine,D S N'Diaye,2018,/,,Yes,29397227,"D S N'Diaye; O Launay; O Picone; V Tsatsaris; E Azria; F Rozenberg; M Schwarzinger; Y Yazdanpanah; Cost-effectiveness of vaccination against cytomegalovirus (CMV) in adolescent girls to prevent infections in pregnant women living in France, Vaccine, 2018 Jan 31; ():1873-2518",QALY,French Republic,Not Stated,"Immunization, Screening",Routine screening. Vaccination against cytomegalovirus for seronegative only. vs. Standard/Usual Care- No vaccination (current practice),Pregnant women,54 Years,14 Years,Female,Full,40 Years,3.00,3.00,58.02,Euro,2014,88.31
32657,Cost-effectiveness of vaccination against cytomegalovirus (CMV) in adolescent girls to prevent infections in pregnant women living in France,"BACKGROUND: CMV infections are the most frequent congenital infections worldwide. AIM: Assess the cost-effectiveness of vaccination strategies of adolescent girls vs. current practice (hygiene counseling) to prevent CMV seroconversions during pregnancy in France. METHOD: A Markov decision-tree model simulated overtime the trajectory of a single fictive cohort of 390,000 adolescent women aged 14years old, living in France. Impact of vaccination was explored until the end of their reproductive live 40years later. STRATEGIES COMPARED: ""S1: No vaccination"" (current practice); ""S2: Routine vaccination""; ""S3: Screening and vaccination of the seronegative"". MODEL PARAMETERS: Seroconversion rate without vaccination (0.035%/pregnant woman-week); fetal transmission risk (41%). Vaccine vs. no vaccination: a 50% decrease in maternal seroconversions. OUTCOMES: Quality-Adjusted Life-Years (QALYs) of the cohort-born babies; discounted costs; Incremental Cost-Effectiveness Ratio (ICER). RESULTS: S2 was the most effective strategy (with 35,000 QALYs gained) and the most expensive (euro211,533,000); S1 was the least effective and least costly (euro75,423,000). ICERs of strategy S3 vs. S1, and S2 vs. S3 were 6,000euro/QALY gained (95% uncertainty range [2700-13,300]) and 16,000euro/QALY [negative ICER (S3 dominated by S2) - 94,000] gained, respectively; highly cost-effective because ICER<1 *France''s GPD/capita=euro30,000. SENSITIVITY ANALYSIS: If the seroprevalence was >62% (vs. 20% in the base case), S3 would become the most efficient strategy. CONCLUSION: In France, systematic vaccination of adolescent girls was the most efficient strategy to prevent maternal seroconversions. If the population was less than 62% immune, systematic screening and vaccination of susceptibles would become the most cost-effective approach.",2018-01-25585,29397227,Vaccine,D S N'Diaye,2018,/,,Yes,29397227,"D S N'Diaye; O Launay; O Picone; V Tsatsaris; E Azria; F Rozenberg; M Schwarzinger; Y Yazdanpanah; Cost-effectiveness of vaccination against cytomegalovirus (CMV) in adolescent girls to prevent infections in pregnant women living in France, Vaccine, 2018 Jan 31; ():1873-2518",QALY,French Republic,Not Stated,"Immunization, Screening",Routine vaccination against cytomegalovirus of all 14-year-old female adolescents vs. Routine screening. Vaccination against cytomegalovirus for seronegative only.,Not Stated,54 Years,14 Years,Female,Full,40 Years,3.00,3.00,15.63,Euro,2014,23.79
32666,Comparing extracorporeal shock wave lithotripsy and ureteroscopy laser lithotripsy for treatment of urinary stones smaller than 2 cm: a cost-utility analysis in the Spanish clinical setting,"PURPOSE: To analyze the efficiency and cost-utility profile of ureteroscopy versus shock wave lithotripsy for treatment of reno-ureteral stones smaller than 2 cm. METHODS: Patients treated for urinary stones smaller than 2 cm were included in this study (n?=?750) and divided into two groups based on technique of treatment. To assess the cost-utility profile a sample of 48 patients (50% of each group) was evaluated. Quality of life survey (Euroqol 5QD-3L) before-after treatment was applied, Markov model was designed to calculate quality of life in each status of the patients (stone or stone-free with and without double-J stent) and to estimate the incremental cost-utility. Monte carlo simulation was conducted for a probabilistic sensitivity analysis. Chi-square was used for comparing qualitative variables and T student''s for continuous variables. RESULTS: Shock wave lithotripsy group had 408 (54.4%) and ureteroscopy group had 342 (45.6%) patients. Of them, 56.3% were treated for renal stones and 43.7% for ureteral stones. Ureteroscopy produced slightly higher overall quality of patients'' life, but produced a significant higher overall cost per quality-adjusted life year (QALY) than shock wave lithotripsy, exceeding the cost-utility threshold (20,000€/QALY). Sensitivity analysis confirmed results in 93.65% of cases. Difference was maintained in subgroup analysis (ureteral vs renal stones). CONCLUSIONS: Results suggest that in our clinical setting shock wave lithotripsy has better cost-utility profile than ureteroscopy for treatment of reno-ureteral stones less than 2 cm, but excluding waiting times, in ideal clinical setting, ureteroscopy would have better cost-utility profile than shock wave lithotripsy.",2021-01-34314,33616709,World J Urol,Gema Romeu,2021,/,,No,33616709,"Gema Romeu; Leopoldo José Marzullo-Zucchet; Javier Díaz; Sara Villarroya; Alberto Budía; Domingo de Guzmán Ordaz; Vicent Caballer; David Vivas; Comparing extracorporeal shock wave lithotripsy and ureteroscopy laser lithotripsy for treatment of urinary stones smaller than 2 cm: a cost-utility analysis in the Spanish clinical setting, World J Urol, 2021 Feb 22; ():0724-4983",QALY,Spain,Urolithiasis,"Medical Device, Medical Procedure, Surgical",ureteroscopy vs. Extracorporeal shock wave lithotripsy at 2 Hz frequency,"All patients; Excluded patients with stones higher than 2 cm, multiple stones, pregnancy, blood disorders or uncontrolled urinary tract infection",Not Stated,14 Years,"Male, Female",Full,6 Months,Not Stated,Not Stated,1059482.3,Euro,2019,1257839.62
32667,Comparing extracorporeal shock wave lithotripsy and ureteroscopy laser lithotripsy for treatment of urinary stones smaller than 2 cm: a cost-utility analysis in the Spanish clinical setting,"PURPOSE: To analyze the efficiency and cost-utility profile of ureteroscopy versus shock wave lithotripsy for treatment of reno-ureteral stones smaller than 2 cm. METHODS: Patients treated for urinary stones smaller than 2 cm were included in this study (n?=?750) and divided into two groups based on technique of treatment. To assess the cost-utility profile a sample of 48 patients (50% of each group) was evaluated. Quality of life survey (Euroqol 5QD-3L) before-after treatment was applied, Markov model was designed to calculate quality of life in each status of the patients (stone or stone-free with and without double-J stent) and to estimate the incremental cost-utility. Monte carlo simulation was conducted for a probabilistic sensitivity analysis. Chi-square was used for comparing qualitative variables and T student''s for continuous variables. RESULTS: Shock wave lithotripsy group had 408 (54.4%) and ureteroscopy group had 342 (45.6%) patients. Of them, 56.3% were treated for renal stones and 43.7% for ureteral stones. Ureteroscopy produced slightly higher overall quality of patients'' life, but produced a significant higher overall cost per quality-adjusted life year (QALY) than shock wave lithotripsy, exceeding the cost-utility threshold (20,000€/QALY). Sensitivity analysis confirmed results in 93.65% of cases. Difference was maintained in subgroup analysis (ureteral vs renal stones). CONCLUSIONS: Results suggest that in our clinical setting shock wave lithotripsy has better cost-utility profile than ureteroscopy for treatment of reno-ureteral stones less than 2 cm, but excluding waiting times, in ideal clinical setting, ureteroscopy would have better cost-utility profile than shock wave lithotripsy.",2021-01-34314,33616709,World J Urol,Gema Romeu,2021,/,,No,33616709,"Gema Romeu; Leopoldo José Marzullo-Zucchet; Javier Díaz; Sara Villarroya; Alberto Budía; Domingo de Guzmán Ordaz; Vicent Caballer; David Vivas; Comparing extracorporeal shock wave lithotripsy and ureteroscopy laser lithotripsy for treatment of urinary stones smaller than 2 cm: a cost-utility analysis in the Spanish clinical setting, World J Urol, 2021 Feb 22; ():0724-4983",QALY,Spain,Urolithiasis,"Medical Device, Medical Procedure, Surgical",ureteroscopy vs. Extracorporeal shock wave lithotripsy at 2 Hz frequency,"Patients with ureteral stones; Excluded patients with stones higher than 2 cm, multiple stones, pregnancy, blood disorders or uncontrolled urinary tract infection",Not Stated,14 Years,"Male, Female",Full,6 Months,Not Stated,Not Stated,29681.4,Euro,2019,35238.39
32668,Comparing extracorporeal shock wave lithotripsy and ureteroscopy laser lithotripsy for treatment of urinary stones smaller than 2 cm: a cost-utility analysis in the Spanish clinical setting,"PURPOSE: To analyze the efficiency and cost-utility profile of ureteroscopy versus shock wave lithotripsy for treatment of reno-ureteral stones smaller than 2 cm. METHODS: Patients treated for urinary stones smaller than 2 cm were included in this study (n?=?750) and divided into two groups based on technique of treatment. To assess the cost-utility profile a sample of 48 patients (50% of each group) was evaluated. Quality of life survey (Euroqol 5QD-3L) before-after treatment was applied, Markov model was designed to calculate quality of life in each status of the patients (stone or stone-free with and without double-J stent) and to estimate the incremental cost-utility. Monte carlo simulation was conducted for a probabilistic sensitivity analysis. Chi-square was used for comparing qualitative variables and T student''s for continuous variables. RESULTS: Shock wave lithotripsy group had 408 (54.4%) and ureteroscopy group had 342 (45.6%) patients. Of them, 56.3% were treated for renal stones and 43.7% for ureteral stones. Ureteroscopy produced slightly higher overall quality of patients'' life, but produced a significant higher overall cost per quality-adjusted life year (QALY) than shock wave lithotripsy, exceeding the cost-utility threshold (20,000€/QALY). Sensitivity analysis confirmed results in 93.65% of cases. Difference was maintained in subgroup analysis (ureteral vs renal stones). CONCLUSIONS: Results suggest that in our clinical setting shock wave lithotripsy has better cost-utility profile than ureteroscopy for treatment of reno-ureteral stones less than 2 cm, but excluding waiting times, in ideal clinical setting, ureteroscopy would have better cost-utility profile than shock wave lithotripsy.",2021-01-34314,33616709,World J Urol,Gema Romeu,2021,/,,No,33616709,"Gema Romeu; Leopoldo José Marzullo-Zucchet; Javier Díaz; Sara Villarroya; Alberto Budía; Domingo de Guzmán Ordaz; Vicent Caballer; David Vivas; Comparing extracorporeal shock wave lithotripsy and ureteroscopy laser lithotripsy for treatment of urinary stones smaller than 2 cm: a cost-utility analysis in the Spanish clinical setting, World J Urol, 2021 Feb 22; ():0724-4983",QALY,Spain,Urolithiasis,"Medical Device, Medical Procedure, Surgical",ureteroscopy vs. Extracorporeal shock wave lithotripsy at 2 Hz frequency,"Patients with renal stones; Excluded patients with stones higher than 2 cm, multiple stones, pregnancy, blood disorders or uncontrolled urinary tract infection",Not Stated,14 Years,"Male, Female",Full,6 Months,Not Stated,Not Stated,-78473.32,Euro,2019,-93165.17
32669,Comparative Cost-Effectiveness of Tofacitinib With Continuing Conventional Synthetic Disease-Modifying Anti-Rheumatic Drugs for Active Rheumatoid Arthritis in South Korea,"INTRODUCTION: The objective of this study was to evaluate the cost-effectiveness of initiating treatment with tofacitinib and subsequently incorporating it into a conventional synthetic disease-modifying anti-rheumatic drug (csDMARD) treatment sequence and to compare the cost-effectiveness of this sequence with that of continuing csDMARDs alone in patients with active rheumatoid arthritis (RA). METHODS: A cohort-based Markov model was used to evaluate the cost-effectiveness of two tofacitinib treatment sequences compared with that of continuing the csDMARD treatment sequence over a lifetime. Of the two tofacitinib sequences, the first consisted of initial tofacitinib treatment followed by biologic DMARDs (bDMARDs) and the second consisted of csDMARD treatments followed by tofacitinib. A third treatment sequence, continuing the csDMARD treatment sequence before starting bDMARDs, was used as a comparator. Efficacy was assessed using the American College of Rheumatology (ACR) response rates (ACR 20, ACR 50, and ACR 70) after 6 months, which were converted to changes in the health assessment questionnaire-disability index (HAQ-DI) score. Utility was estimated by mapping from the HAQ-DI score, costs were analyzed from a Korean societal perspective, and outcomes were considered in terms of quality-adjusted life-years (QALYs). One-way sensitivity analysis and probabilistic sensitivity analysis were performed to assess the robustness of the model. RESULTS: The incremental cost-effectiveness ratios over a lifetime for starting with tofacitinib and incorporating tofacitinib into the csDMARD treatment sequence versus continuing csDMARDs only were US$14,537 per QALY and US$7,086 per QALY, respectively. One-way sensitivity analysis and probabilistic sensitivity analysis confirmed the robustness of these results. CONCLUSION: Starting with tofacitinib and incorporating it into a csDMARDs treatment sequence is cost-effective compared to continuing csDMARDs alone in patients with RA.",2021-01-34316,33496958,Rheumatol Ther,So-Young Ha,2021,/,,No,33496958,"So-Young Ha; Yoon-Bo Shim; Min-Young Lee; Bon-San Koo; Jae-Hoon Kim; Ja-Young Jeon; Hyun-Jeong Yoo; Young-Joo Kim; Ju-Young Shin; Mi-Hai Park; Comparative Cost-Effectiveness of Tofacitinib With Continuing Conventional Synthetic Disease-Modifying Anti-Rheumatic Drugs for Active Rheumatoid Arthritis in South Korea, Rheumatol Ther, 2021 Jan 26; ():2198-6576",QALY,South Korea,Rheumatoid arthritis,Pharmaceutical,tofacitinib vs. conventional synthetic disease-modifying anti-rheumatic drug treatment,Not Stated,Not Stated,52 Years,"Male, Female",Full,Lifetime,5.00,5.00,14537,United States,2019,15407.72
