index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
29301,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study,"BACKGROUND: Introduction of human papillomavirus (HPV) vaccination in settings with the highest burden of HPV is not universal, partly because of the absence of quantitative estimates of country-specific effects on health and economic costs. We aimed to develop and validate a simple generic model of such effects that could be used and understood in a range of settings with little external support. METHODS: We developed the Papillomavirus Rapid Interface for Modelling and Economics (PRIME) model to assess cost-effectiveness and health effects of vaccination of girls against HPV before sexual debut in terms of burden of cervical cancer and mortality. PRIME models incidence according to proposed vaccine efficacy against HPV 16/18, vaccine coverage, cervical cancer incidence and mortality, and HPV type distribution. It assumes lifelong vaccine protection and no changes to other screening programmes or vaccine uptake. We validated PRIME against existing reports of HPV vaccination cost-effectiveness, projected outcomes for 179 countries (assuming full vaccination of 12-year-old girls), and outcomes for 71 phase 2 GAVI-eligible countries (using vaccine uptake data from the GAVI Alliance). We assessed differences between countries in terms of cost-effectiveness and health effects. FINDINGS: In validation, PRIME reproduced cost-effectiveness conclusions for 24 of 26 countries from 17 published studies, and for all 72 countries in a published study of GAVI-eligible countries. Vaccination of a cohort of 58 million 12-year-old girls in 179 countries prevented 690,000 cases of cervical cancer and 420,000 deaths during their lifetime (mostly in low-income or middle-income countries), at a net cost of US$4 billion. HPV vaccination was very cost effective (with every disability-adjusted life-year averted costing less than the gross domestic product per head) in 156 (87%) of 179 countries. Introduction of the vaccine in countries without national HPV vaccination at present would prevent substantially more cases of cervical cancer than in countries with such programmes, although the disparity has narrowed since 2012. If 71 phase 2 GAVI-eligible countries adopt vaccination according to forecasts, then in 2070 GAVI Alliance-funded vaccination could prevent 200,000 cases of cervical cancer and 100,000 deaths in some of the highest-burden countries. INTERPRETATION: Large between-country disparities exist for HPV vaccination, with countries with the most to gain yet to introduce national HPV vaccination. Support from the GAVI Alliance could help to reduce such disparities, but a substantial burden will remain even after presently projected vaccine introductions. FUNDING: WHO.",2014-99-16080,25103394,Lancet Glob Health,Mark Jit,2014,2 / 7,e406-14,No,25103394,"Mark Jit; Marc Brisson; Allison Portnoy; Raymond Hutubessy; Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study, Lancet Glob Health, ; 2(7):2214-109X; e406-14",DALY,Denmark,Not Stated,Immunization,Human papillomavirus (HPV) vaccination vs. None,Not Stated,12 Years,12 Years,Female,Full,,3.00,3,30900,United States,2011,35553.02
29371,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Senegal,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,40,United States,2012,45.09
29372,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Sierra Leone,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,45,United States,2012,50.73
29373,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Burkina Faso,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,48,United States,2012,54.11
29374,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Somalia,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,48,United States,2012,54.11
29375,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Niger,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,52,United States,2012,58.62
29376,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Mali,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,52,United States,2012,58.62
29377,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Afghanistan,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,53,United States,2012,59.74
29378,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Chad,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,59,United States,2012,66.51
29379,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Lesotho,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,61,United States,2012,68.76
29380,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Guinea,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,63,United States,2012,71.02
29381,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Congo Democratic Republic,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,68,United States,2012,76.65
